,news_title,news_details,source_name,event
671,"भाजपा की मोर्चेबंदी में SAD,ममता से की बात,पवार-ठाकरे से आज मुलाकात",नए कृषि कानूनों के नाम पर एनडीए से अलग हुई लिए शिरोमणि अकाली दल (SAD) बीजेपी के खिलाफ मोर्चेबंदी की तैयारी कर रही है. इसके लिए शिरोमणि अकाली दल ने बड़ी विपक्षी पार्टियों से संपर्क साधना शुरू कर दिया है. अकाली दल के नेता एनडीए के खिलाफ देश के अलग-अलग राज्यों की विपक्षी पार्टियों से मुलाकात कर रहे हैं.,The Quint,Kisaan Andolan
672,किसानों के मुद्दे पर कांग्रेस-SP ने बीजेपी को घेरा,"नए कृषि कानून के खिलाफ चल रहे किसानों के आंदोलन पर विपक्षी दलों ने सियासत शुरू कर दी है. इस मुद्दे को लेकर समाजवादी पार्टी के राष्ट्रीय अध्यक्ष अखिलेश यादव और कांग्रेस की प्रभारी प्रियंका गांधी वाड्रा ने बीजेपी पर निशाना साधा है. अखिलेश यादव ने ट्वीट में लिखा कि,",The Quint,Kisaan Andolan
673,अमित शाह से मिलकर बोले अमरिंदर- किसानों की मांग पर जल्द निकले हल,"3 कृषि कानूनों के खिलाफ किसान आंदोलन कर रहे हैं, इसी बीच आंदोलन के मुद्दे पर पंजाब के मुख्यमंत्री कैप्टन अमरिंदर सिंह और केंद्रीय गृह मंत्री अमित शाह के बीच मुलाकात हुई. दोनों के बीच मुलाकात में किसानों की मांग से लेकर उनके आंदोलन को समाप्त करने पर चर्चा हुई. कैप्टन अमरिंदर ने मीटिंग के बाद कहा कि सरकार और किसानों के बीच जल्द कोई हल निकलना चाहिए.  इसका असर राष्ट्र की सुरक्षा पर भी पड़ रहा है.",The Quint,Kisaan Andolan
674,किसान आंदोलन: पंजाब के CM और गृहमंत्री अमित शाह की मुलाकात,"पंजाब के मुख्यमंत्री अमरिंदर सिंह और गृहमंत्री अमित शाह की बैठक थोड़ी ही देर में शुरू होने वाली है.
इस मीटिंग में किसानों के प्रदर्शन को लेकर बातचीत होगी और समाधान निकालने पर चर्चा हो सकती है. बता दें कि 3 दिसंबर को सरकार औऱ किसानों के बीच बातचीत भी होनी तय है. 1 दिसंबर की बातचीत में बात नहीं बन सकी थी.",The Quint,Kisaan Andolan
675,भाजपा की सहयोगी JJP का बड़ा बयान- एमएसपी गई तो चौटाला देंगे इस्तीफा,"हरियाणा में बीजेपी सरकार की सहयोगी जननायक जनता पार्टी (जेजेपी) ने किसान आंदोलन पर बड़ा बयान दिया है. पार्टी ने कहा है कि हरियाणा सरकार में दुष्यंत चौटाला के उपमुख्यमंत्री रहते हुए फसलों के न्यूनतम समर्थन मूल्य (एमएसपी) पर किसी तरह की आंच नहीं आने दी जाएगी. अगर, किसानों को एमएसपी पर नुकसान हुआ तो फिर दुष्यंत चौटाला पद से इस्तीफा दे देंगे.",The Quint,Kisaan Andolan
676,"किसान नेता बोले- सरकार ने की बांटने की कोशिश,देशव्यापी होगा आंदोलन",कृषि कानूनों का विरोध कर रहे किसानों ने सरकार से बातचीत के बाद कहा है कि सरकार उन्हें बांटने की कोशिश कर रही है. समयुक्त किसान मोर्चा ने प्रेस कॉन्फ्रेंस कर बताया कि किसी भी हाल में कृषि कानून रद्द होने चाहिए. अगर ऐसा नहीं होता है तो आंदोलन और तेज होगा और दिल्ली के बाकी बॉर्डर भी सील कर दिए जाएंगे.,The Quint,Kisaan Andolan
677,"सिमी ग्रेवाल से हरभजन-दिलजीत तक, किसानों के समर्थन में खड़े सितारे","दिल्ली-हरियाणा बॉर्डर पर चल रहे किसान आंदोलन के समर्थन में कई सितारे भी सामने आए हैं. फिल्म से लेकर खेल जगत की तमाम हस्तियां किसानों के साथ एकजुटता दिखा रही हैं. वेटरन एक्टर सिमी ग्रेवाल, सिंगर-एक्टर दिलजीत दोसांझ, क्रिकेटर हरभजन सिंह समेत कई सितारे पिछले कई दिनों से सोशल मीडिया पर किसानों के हक में ट्वीट कर रहे हैं.",The Quint,Kisaan Andolan
678,"किसानों का विरोध प्रदर्शन आज भी जारी, यूपी बॉर्डर पर बैरिकेड्स गिराए","किसान आंदोलन बुधवार को सातवें दिन जारी है और आगे की रणनीति बनाने के लिए सिंघू बॉर्डर पर किसान संगठनों के नेताओं की बैठक चल रही है. केंद्र सरकार के साथ हुई वार्ता विफल होने के बाद किसान नेताओं की यह बैठक काफी अहम है, क्योंकि इसमें सरकार द्वारा दिए गए प्रस्ताव पर भी वे विचार कर रहे हैं.
सरकार ने किसान संगठनों को तीन दिसंबर यानी गुरुवार को फिर बातचीत के लिए बुलाया है. सिंघू बॉर्डर पर चल रही किसानों की इस बैठक में पंजाब के 30 किसान संगठनों के नेता मौजूद हैं. बैठक में जाने से पहले भारतीय किसान यूनियन (लाखोवाल) के जनरल सेक्रेटरी हरिंदर सिंह ने आईएएनएस से कहा कि किसानों की मांग है कि तीनों नये कृषि कानून को रद्द किया जाए, जबकि सरकार कमेटी बनाकर संशोधन की बात कर रही है. उन्होंने कहा,",The Quint,Kisaan Andolan
679,"किसानों को शाहीन बाग की दादी का समर्थन, पुलिस ने हिरासत में लिया",शाहीन बाग में केंद्र सरकार के नागरिकता कानून के खिलाफ खुलकर आवाज उठाने वालीं बिल्किस दादी अब किसानों को समर्थन करने दिल्ली-हरियाणा बॉर्डर पहुंची हैं. लेकिन यहां पहुंचते ही पुलिस ने उन्हें हिरासत में ले लिया. हजारों किसान पिछले करीब एक हफ्ते से केंद्र के कृषि कानूनों के खिलाफ प्रदर्शन कर रहे हैं. जिसमें हिस्सा लेने के लिए बिल्किस दादी सिंघु बॉर्डर पहुंची थी.,The Quint,Kisaan Andolan
680,"किसानों के साथ केंद्र की बैठक जारी,कृषि मंत्री और पीयूष गोयल मौजूद","नए कृषि कानूनों के विरोध में सड़कों पर उतरे किसान संगठनों के प्रतिनिधि केंद्र सरकार के साथ बैठक करने के लिए दिल्ली के विज्ञान-भवन पहुंच चुके हैं. न्यूज एजेंसी IANS के मुताबिक, करीब 36 किसान नेता केंद्रीय मंत्रियों से बातचीत करेंगे, इनमें से 30 पंजाब से हैं. बैठक में फिलहाल केंद्रीय कृषि मंत्री नरेंद्र सिंह तोमर और केंद्रीय मंत्री पीयूष गोयल मौजूद हैं.",The Quint,Kisaan Andolan
681,किसान आंदोलन: गाजीपुर बॉर्डर पहुंचे भीम आर्मी चीफ और पप्पू यादव,कृषि कानूनों के खिलाफ कई राज्यों के कई किसान और किसान संगठन लगातार विरोध कर रहे हैं. पंजाब-हरियाणा और यूपी के किसान विरोध कर लगातार आंदोलन छेड़े हुए हैं. भीम आर्मी चीफ चंद्रशेखर आजाद और पूर्व सांसद और जनअधिकार पार्टी के अध्यक्ष पप्पू यादव उतर आएइन किसानों का समर्थन करने के लिए पहुंचे हैं.,The Quint,Kisaan Andolan
682,किसान नेता आज बैठक में इन मुद्दों पर कर सकते हैं चर्चा,"नये कृषि कानूनों के विरोध में सड़कों पर उतरे किसान संगठनों के प्रतिनिधि आज जब विज्ञान-भवन में केंद्रीय मंत्रियों के साथ बैठक करेंगे तो वे इन कानूनों से जुड़े मसलों के साथ-साथ कुछ अन्य मुद्दों पर भी चर्चा करेंगे. किसानों के मसलों को लेकर केंद्र सरकार से बातचीत करने के लिए प्रदर्शन स्थल से दिल्ली के लिए रवाना होने से पहले उन्होंने बताया कि वे किसानों से जुड़ी सभी समस्याओं पर सरकार से बात करना चाहते हैं.
हालांकि उनका कहना है कि वार्ता के दौरान जो प्रमुख मसले रहेंगे उनमें तीनों नये कृषि कानूनों को वापस लेने के साथ-साथ एमएसपी की गारंटी की मांग शामिल हैं, इनके अलावा, पराली दहन अध्यादेश में किसानों पर जेल की सजा और भारी जुर्माना वापस लेना और बिजली सब्सिडी से जुड़े मसलों पर भी किसान बातचीत करना चाहते हैं.",The Quint,Kisaan Andolan
683,मोदी सरकार पर बरसे राहुल-’अहंकार से निकलो और किसानों को हक दिलाओ’,"कांग्रेस नेता राहुल गांधी ने मंगलवार को एक बार फिर प्रधानमंत्री नरेंद्र मोदी का नाम लिए बिना उन पर कटाक्ष करते हुए कहा है कि उन्हें घमंड से दूर रहने और प्रदर्शनकारी किसानों को उनका अधिकार देने की जरूरत है.
केरल के वायनाड से सांसद राहुल गांधी ने कहा,",The Quint,Kisaan Andolan
684,किसान प्रदर्शन: 2 लाख और किसानों के दिल्ली पहुंचने की उम्मीद,"केंद्र सरकार के कृषि बिलों का विरोध कर रहे पंजाब के 31 सबसे बड़े कृषि संगठनों के लोग गाड़ियों से दिल्ली की ओर निकले हैं. गाड़ियों का यह काफिला 40 किलोमीटर लंबा है. खाने-पीने की चीजों से भरे सैकड़ों ट्रैक्टर-ट्रेलर, बस, कार और मोटरसाइकिलों में ये किसान भारतीय किसान यूनियन (बीकेयू) एकता-उग्रहन के हैं और वे जल्द ही राष्ट्रीय राजधानी पहुंच जाएंगे.",The Quint,Kisaan Andolan
685,"पानी, आंसू गैस और लाठियां झेलने के बाद आखिरकार दिल्ली पहुंचे किसान","कृषि विधेयकों पर हंगामा, बिना डेटा के सरकार- कुछ ऐसा रहा संसद सत्र",The Quint,Kisaan Andolan
686,किसानों को दिल्ली नहीं घुसने देने पर अड़ी सरकार क्यों झुकी?,क्या ये किसान आंदोलन राजनीतिक है? अगर हां तो कौन क्या राजनीति कर रहा है? और ये बात कहां तक जाएगी? भारत में हर वक्त किसानों के आंदोलन चलते रहते हैं लेकिन किसान आंदोलन में ऐसी क्या खास बात है जिसका बड़ा राजनीतिक परिणाम हो सकता है? ये बात NDA सरकार के रूख से ही साफ हुई है. वरना इसे आया गया आंदोलन माना जा सकता था.,The Quint,Kisaan Andolan
687,"राहुल बोले- किसानों को कोई सरकार नहीं रोक सकती, खट्टर की अपील","पूरा देश पिछले करीब दो दिनों से किसानों का प्रदर्शन देख रहा है. किसान केंद्र सरकार के कृषि कानूनों के खिलाफ अपना विरोध जता रहे हैं. इसके लिए पंजाब, हरियाणा और अन्य राज्यों के किसानों ने दिल्ली मार्च किया, लेकिन उन्हें 26 नवंबर को राज्यों की सीमाओं पर ही रोक दिया गया. इसके बाद पुलिस और किसानों के बीच झड़प की कई तस्वीरें दिखीं. किसानों को दिल्ली में अब आंदोलन की इजाजत मिल चुकी है. किसान प्रदर्शन को लेकर नेताओं के रिएक्शन भी दिख रहे हैं.",The Quint,Kisaan Andolan
688,"किसानों और जवानों का आमना-सामना, विरोध प्रदर्शन की 10 तस्वीरें",केंद्र सरकार के विवादित कृषि कानूनों के विरोध में किसानों ने दिल्ली मार्च किया. दिल्ली पहुंचने से पहले किसानों का सामना राज्यों की सीमाओं पर खड़ी पुलिस के साथ हुआ. जवान और किसान आमने-सामने थे. इस दौरान दिल्ली बॉर्डर पर तनाव भी नजर आया. कई जगह दोनों तरफ से पत्थरबाजी भी हुई. लेकिन आखिरकार अब किसानों को दिल्ली में प्रदर्शन की इजाजत मिल गई है और किसान दिल्ली पहुंच चुके हैं. देखिए बॉर्डर पर किसान प्रदर्शन की ये कुछ तस्वीरें.,The Quint,Kisaan Andolan
689,"दिल्ली में किसानों को प्रदर्शन की इजाजत,पंजाब के CM ने किया स्वागत","लगभग 24 घंटे से ज्यादा किसानों और पुलिस के बीच चली झड़प के बाद अब केंद्र सरकार ने दिल्ली में प्रदर्शन की इजाजत दे दी है. किसानों ने केंद्र के कृषि कानूनों के खिलाफ 26 नवंबर को दिल्ली कूच किया था, लेकिन उन्हें अलग-अलग बॉर्डर पर रोक लिया गया. इसके बाद केंद्र सरकार की जमकर आलोचना भी हुई. हजारों किसानों ने रात दिल्ली के बॉर्डर पर ही गुजारी.",The Quint,Kisaan Andolan
690,भारत बंद से पहले कृषि मंत्री बोले-आधी रात को भी चर्चा के लिए तैयार,कृषि बिलों को लेकर देशभर के किसानों में नाराजगी है. विपक्षी नेताओं के अलावा हजारों किसान भी प्रदर्शन कर रहे हैं. इस मुद्दे को लेकर शुक्रवार 25 सितंबर को भारत बंद बुलाया गया है. लेकिन इस बंद से ठीक पहले केंद्रीय कृषि मंत्री नरेंद्र सिंह तोमर ने प्रेस कॉन्फ्रेंस कर कहा कि किसानों को गुमराह होने की जरूरत नहीं है. इस दौरान उन्होंने कांग्रेस पर कई आरोप लगाए और कहा कि कांग्रेस अपने ही घोषणा पत्र के खिलाफ बोल रही है.,The Quint,Kisaan Andolan
691,"यूपी:किसान बिल के खिलाफ लखनऊ से लेकर इटावा,आगरा कई शहरों में विरोध","किसान बिल को लेकर विरोध की चर्चा ज्यादातर पंजाब और हरियाणा को लेकर है. लेकिन उत्तर प्रदेश में एक अरसे के बाद विरोध की आवाज एक साथ, एक ही दिन दिखाई दी, वो भी इन्हीं कृषि बिलों पर. राज्य के कई शहरों में सोमवार को किसान बिलों के खिलाफ प्रदर्शन हुए. कहीं समाजवादी पार्टी के कार्यकर्ता सड़क पर उतरे तो कहीं आम आदमी पार्टी के और कहीं किसान संगठनों के लोगों ने धरना प्रदर्शन किया. प्रदर्शनकारियों पर शहर दर शहर लाठीचार्ज हुए और लोगों को हिरासत में लिया गया. आइए आपको बताते हैं यूपी के किन शहरों में प्रदर्शन हुए और वहां की तस्वीरें भी दिखाते हैं",The Quint,Kisaan Andolan
692,"धरने पर बैठे 8 MP को उपसभापति हरिवंश ने पिलाई चाय,प्रधान मंत्री ने की तारीफ",संसद के बाहर धरने पर बैठे 8 सांसदों को राज्यसभा के उपसभापति हरिवंश सिंह ने आज मुलाकात की और उन्हें चाय पिलाई. यही नहीं हरिवंश सिंह 24 घंटे का उपवास भी रखेंगे. उपसभापति की तारीफ करते हुए पीएम मोदी कई ट्वीट भी किए हैं.,The Quint,Kisaan Andolan
693,किसान बिल पर चिदंबरम बोले- मोदी सरकार किसानों से झूठ ना बोले,कांग्रेस नेता और पूर्व वित्त मंत्री पी चिदंबरम ने मोदी सरकार के कृषि बिल पास करने मोदी सरकार पर हमला बोला है. चिदंबरम ने एक का बाद एक कई ट्वीट कर सरकार से सवाल पूछा है. चिंदंबरम ने मोदी सरकार को घेरते हुए कहा है कि मोदी सरकार को किसानों के साथ झूठ नहीं बोलना चाहिए और ना ही उनसे झूठे वादे करने चाहिए.,The Quint,Kisaan Andolan
694,सांसदों के निलंबन पर बोले राहुल-लोकतांत्रिक देश की आवाज दबाना जारी,"राज्यसभा में 8 सांसदों को एक हफ्ते के लिए सस्पेंड कर दिया गया है, जिसको लेकर कांग्रेस नेता राहुल गांधी का रिएक्शन सामने आया है.",The Quint,Kisaan Andolan
695,पंजाब: कृषि बिलों का विरोध कर रहे किसान ने की खुदकुशी की कोशिश,"बीजेपी के सबसे पुराने सहयोगी शिरोमणि अकाली दल के विरोध के बावजूद लोकसभा में दो विवादास्पद कृषि विधेयकों के पारित होने के एक दिन बाद, शुक्रवार को पंजाब में विधेयकों का विरोध कर रहे एक किसान ने खुदकुशी की कोशिश की.शिरोमणि अकाली दल ने विधेयकों को किसान विरोधी करार दिया था.",The Quint,Kisaan Andolan
696,किसानों के विरोध प्रदर्शन के बीच लोकसभा में कृषि बिल हुआ पास,केंद्र सरकार के तीन अध्यादेशों को संसद में पास कराने को लेकर देशभर में किसानों का प्रदर्शन जारी है. ये तीनों अध्यादेश कृषि से जुड़े हैं. लेकिन तमाम विरोध के बाद भी सरकार इन्हें पास कर रही है. अब सरकार ने लोकसभा में कृषि उत्पाद व्यापार और वाणिज्य (संवर्धन और सुविधा) अध्यादेश यानी किसान उत्पादन व्यापार और वाणिज्य (संवर्धन और सुविधा) अध्यादेश 2020 बिल पास कर दिया है.,The Quint,Kisaan Andolan
697,"हरियाणा, पंजाब में किसानों का प्रदर्शन, इन तीन कानूनों का विरोध","हरियाणा और पंजाब में इन दिनों किसान धरना-प्रदर्शन कर रहे हैं. हरियाणा में कोरोना वायरस की वजह से बाहर निकलने पर लगे प्रतिबंध का उल्लंघन करते हुए किसानों ने 10 सितंबर को कुरुक्षेत्र में रैली निकाली. किसानों ने कुछ देर के लिए दिल्ली-चंडीगढ़ नेशनल हाईवे भी जाम किया था. इससे पहले पंजाब में भी धरना-प्रदर्शन हो चुका है. इन किसानों के निशाने पर तीन केंद्रीय कानून हैं, जिनका ऐलान अध्यादेश के जरिए किया गया है.",The Quint,Kisaan Andolan
698,"धान खरीदी की मांग को लेकर GT रोड पर डटे किसान, लोगों को इन रास्तों से जानें की सलाह","धान की खरीदी शुरू नहीं होने के बाद शुक्रवार से किसानों का आंदोलन लगातार जारी है, किसानों ने शाहाबाद में जीटी रोड पर जाम लगा दिया है, जिसके बाद जाम से बचने के लिए प्रशासन के द्वारा दिल्ली से आने वाली गाड़ियों के लिए करनाल से इंद्री, लाडवा ,बाबैन से होते हुए नेशनल हाईवे चंडीगढ़ जाने का रास्ता और चंडीगढ़ से आते हुए सहा रोड बाबैन,लाडवा, इंद्री करनाल से दिल्ली आने की सलाह दी है. ",ZEE News,Kisaan Andolan
699,क्या मुश्तरका मालकान भूमि मामला बन जाएगा सरकार के गले की फांस? आखिर ये है क्या मामला,मुश्तरका मालकान व जुमला मालकान भूमि मामले को लेकर भारतीय किसान यूनियन चढूनी ग्रुप ने आज करनाल के प्रेमनगर स्थित सीएम आवास पर धरना प्रदर्शन किया. इस दौरान बड़ी संख्या में महिला किसान धरने में शामिल हुई.,ZEE News,Kisaan Andolan
700,दिल्ली के इन बॉर्डरों पर स्थानीय पुलिस और सिविल ड्रेस में स्पेशल स्टाफ मौजूद,दिल्ली के जंतर मंतर पर आज हजारों की संख्या में किसान इकट्ठा होकर महापंचायत कर रहे हैं. इस महापंचायत में 10 मुद्दों को शामिल किया गया है. किसानों का कहना है की सरकार ने जो वादा किया था उसे अभी तक पूरा नहीं किया. इसीलिए हम लोग आज जंतर मंतर पर इकट्ठा होकर महापंचायत कर रहे हैं और इस महापंचायत में तय होगा कि अगर सरकार अपने वादों को पूरा नहीं करेगी तो हम आगे किस तरह का आंदोलन करेंगे.,ZEE News,Kisaan Andolan
701,"दिल्ली में किसानों की महापंचायत, सिंघु बॉर्डर सहित कई इलाकों में हाई अलर्ट पर पुलिस",किसान संगठनों ने सोमवार को एक बार फिर अपनी मांगों को लेकर दिल्ली के जंतर मंतर पर महापंचायत का ऐलान किया है. इसको लेकर दिल्ली प्रशासन पूरी तरह अलर्ट है. कई जगहों पर पुलिस सुरक्षा बढ़ा दी गई है.,ZEE News,Kisaan Andolan
702,क्या देश में फिर होने वाला है किसान आंदोलन? राकेश टिकैट ने खुद कही ये बड़ी बात,संयुक्त किसान मोर्चा (एसकेएम) किसानों से जुड़े मुद्दों को लेकर फिर से आंदोलन करने की तैयारी में है. आज गाजियाबाद में एसकेएम की जरूरी बैठक होगी. इससे पहले किसान नेता राकेश टिकैट ने कई बड़ी बातें कहीं.,ZEE News,Kisaan Andolan
703,सिरसा में किसानों पर दर्ज केस खत्म करने के लिए डीसी ने सरकार को लिखा पत्र,11 जुलाई 2021 को किसान आंदोलन के दौरान चौधरी देवीलाल यूनिवर्सिटी आए हरियाणा के डिप्टी स्पीकर रणबीर सिंह गंगवा की कार पर पथराव कर दिया था. पुलिस ने इस मामले में 100 के खिलाफ मामला दर्ज किया था.,ZEE News,Kisaan Andolan
704,राकेश टिकेत ने जयराम सरकार पर लगाया किसान विरोधी होने का आरोप,किसान नेता राकेश टिकैत इन दिनों हिमाचल दौरे पर हैं. हिमाचल दौरे के पहले दिन उन्होंने ऊना में किसान नेताओं और कुछ किसानों से मुलाकात की थी. इस दौरान उन्होंने ऊना जिले के सनौली में गुरद्वारा साहिब में माथा टेका और अरदास की.,ZEE News,Kisaan Andolan
705,भारतीय किसान यूनियन में पड़ी दरार,देश में जब पिछले साल किसान आंदोलन चला तो भारतीय किसान यूनियन के नेता राकेश टिकैत एक बड़ा चेहरा बनकर उभरे.जब आंदोलन खत्म हुआ तो देश के अलग-अलग हिस्सों में जाकर राकेश टिकैत ने बीजेपी सरकार को घेरने की कोशिश की.जमकर राजनीतिक बयानबाजी की.बंगाल से लेकर यूपी तक बीजेपी को हराने का आह्वान किया.लेकिन यूपी में टिकैट की बातों को किसी ने ध्यान नहीं दिया और यूपी में बीजेपी की फिर सरकार बनी.अब टिकैट की ये राजनीतिक बयानबाजी ही उनपर भारी पड़ी गई है.भारतीय किसान यूनियन दो हिस्सों टूट चुका है,ZEE News,Kisaan Andolan
706,"राकेश टिकैत का बड़ा आरोप: किसानों की जमीन छीनने में जुटी सरकार, नहीं होने देंगे सफल",बुधवार के दिन धरना स्थल पर टिकैत भी पहुंचे थे. इसी दौरान उन्होंने केंद्र सरकार को आड़े हाथों लेते हुए कहा कि जल्द से जल्द किसानों की मांगें पूरी की जाएं. टिकैत यही नहीं रुके उन्होंने ये भी कहा कि हरियाणा के किसान मजबूती से लड़ना जानते हैं.,ZEE News,Kisaan Andolan
707,"कृषि कानूनों पर खुलासा: 3 कानूनों से 86% किसान संगठन थे खुश, चुनाव के लिए बिल वापस",केंद्र सरकार के तीन कृषि कानूनों को जानने के लिए सुप्रीम कोर्ट की ओर से बनाई गई कमेटी ने एक बड़ा खुलासा किया है. रिपोर्ट में दावा किया गया है कि  85% किसान इन बिलों के पक्ष में थे. 70 में से 61 किसान संगठनों ने कृषि बिलों का समर्थन किया था.,ZEE News,Kisaan Andolan
708,क्या फिर सरकार को घेरने की तैयारी कर रहे किसान? आज दिल्ली में जुटेंगे कई किसान नेता,संयुक्त किसान मोर्चा (एसकेएम) न्यूनतम समर्थन मूल्य (एमएसपी) पर पैनल के गठन समेत किसानों से किये गये वादों पर केंद्र की अबतक की प्रगति की समीक्षा करने के लिए सोमवार को दिल्ली में बैठक करेगा.,ZEE News,Kisaan Andolan
709,"किसानों का आंदोलन जारी, सरकार ने 8 में से 6 मांगे मानी, 2 पर बिगड़ा मामला",रायपुर में किसानों का आंदोलन जारी है. सरकार ने किसानों की 8 में से 6 मांगे मान ली है. बावजूद इसके आंदोलन जारी है. अब मामला बची हुई दो मांगों पर रुका है.,ZEE News,Kisaan Andolan
710,"लाल किला हिंसा में आरोपी पंजाबी एक्टर दीप सिद्धू की मौत, चन्नी ने ट्वीट कर जताया दुख","दीप सिद्धू मौत: किसान आंदोलन के दौरान दीप सिद्धू उस समय मुसीबत में घिर गए थे, जब उन्हें 26 जनवरी 2021 को हुई लाल किला हिंसा मामले में आरोपी बनाया गया था. उस समय वे लाल किले पर धार्मिक झंडा लहराते कैमरे में कैद हुए थे. इस केस‌ में दीप सिद्धू की गिरफ्तारी भी हुई थी.",ZEE News,Kisaan Andolan
711,दीप सिद्धू डेथ: कौन हैं दीप सिद्धू ; किसान आंदोलन से क्यों आए थे चर्चा में ?, दीप सिद्धू Death : दीप सिद्धू विवादित तीन कृषि कानूनों के विरोध को लेकर उस वक्त सुर्खियों में आए थे जब लाल किले में हुई हिंसा को लेकर उन्हें आरोपी बनाया गया था और उन्हें गिरफ्तार किया गया.,ZEE News,Kisaan Andolan
712,"यूपी में भाजपा के वोट तो कोको ले गई, राकेश टिकैत ने बताया- कोको कौन",हरियाणा में बुढ़ापा पेंशन कटने पर किसान नेता ने कहा कि सरकार याद रखे अब यहां बुड्ढों का आंदोलन होगा. टिकैत ने कहा कि देश को मजदूर कॉलोनी बनाया जा रहा है. यह बहुत बड़ा षड्यंत्र है. आने वाले समय में एक बड़ा आंदोलन होगा. कुर्बानियां देनी होंगी,ZEE News,Kisaan Andolan
713,केंद्रीय मंत्री चौधरी ने पहलवान द ग्रेट खली को भाजपा ज्वाइन करवा कर खेला बड़ा दांव,केंद्रीय मंत्री कैलाश चौधरी ने  पहलवान द ग्रेट खली को भाजपा ज्वाइन करवा कर एक बड़ा दांव खेला है. यह कैलाश चौधरी की बड़ी उपलब्धि कही जा सकती है. केंद्रीय कृषि राज्य मंत्री कैलाश चौधरी ने WWE रेसलर द ग्रेट खली उर्फ दलीप सिंह राणा को 5 राज्यों में होने वाले विधानसभा चुनाव से पहले बीजेपी में शामिल होने के लिए मनाया.,ZEE News,Kisaan Andolan
714,"छत्तीसगढ़ में चल रहे किसान आंदोलन पर भाजपा ने कांग्रेस को घेरा, लगाए गंभीर आरोप",पिछले 25 दिन से जारी किसान आंदोलन पर भाजपा ने कांग्रेस सरकार पर करारा हमला किया है. भाजपा ने सरकार को अराजक और किसान विरोधी बताते हुए कहा है कि इतने लंबे समय से जारी किसान आंदोलन को ख़त्म करने के लिए सरकार की तरफ से कोई पहल नहीं की जा रही है.,ZEE News,Kisaan Andolan
715,पश्चिमी उत्तर प्रदेश के जाट नेताओं को मनाने में जुटे अमित शाह; दिल्ली में बैठक,दिल्ली से भाजपा के सांसद प्रवेश साहिब सिंह वर्मा के आवास पर हुई इस बैठक को ‘‘सामाजिक भाईचारा बैठक’’ का नाम दिया गया. अमित शाह ने पिछले दिनों कैराना का दौरा कर यहां भाजपा के पक्ष में माहौल बनाने की कोशिश की थी.,ZEE News,Kisaan Andolan
