news_title,news_details,news_date,source_name,event,Political Bias,Social Bias
Nupur Sharma Controversy: नूपुर की हत्या करने का था प्लान,नूपुर शर्मा के विवादित बयान को लेकर उन्हें लगातार धमकियां मिल रही है. लेकिन अब उनकी हत्या की साजिश पाकिस्तान से रची जा रही है. इसी के चलते राजस्थान में बॉर्डर पर एक पाकिस्तानी नागरिक को गिरफ्तार किया गया है. देखिए ये रिपोर्ट,"Jul 20,2022, 11:08 AM IST",ZEE News,Nupur Sharma Controversy,,Pro Hindu
PFI के निशाने पर नूपुर शर्मा? मर्डर प्लान के लिए घर की हुई थी रेकी,"पटना आतंकी मॉड्यूल के आरोपी के मोबाइल में नूपुर शर्मा के घर का पता मिला है. यही नहीं, नए खुलासे के मुताबिक नूपुर शर्मा के घर की रेकी भी की गई थी. जिससे माना जा रहा है कि PFI के निशाने पर नूपुर शर्मा हो सकती हैं. इस खुलासे के बाद जांच एजेंसिया अलर्ट मोड में आ गईं हैं.","Jul 20,2022, 8:17 AM IST",ZEE News,Nupur Sharma Controversy,,Pro Hindu
Bihar में Nupur Sharma का Video देखने पर सरेआम चाकूबाजी की वारदात,Sitamarhi: भाजपा की प्रवक्ता रहीं नुपूर शर्मा की टिप्पणी के बाद उनके नाम पर विवाद थमने का नाम नहीं ले रहा है. उदयपुर मर्डर के बाद बिहार के सीतामढ़ी से ऐसी ही खबर आई है. यहां नुपूर शर्मा मामले में बहस कर रहे दो पक्षों के बीच कहासुनी हुई. देखते-देखते इस झगड़े ने बड़ी झड़प का रुख अख्तियार कर लिया और पल भर में ये हिंसक हो गई. जिसके बाद चाकू-छूरे निकल आए. जिसके बाद एक युवक को चाकू मारकर घायल कर दिया गया है. घायल युवक के परिजनों ने दूसरे पक्ष पर आरोप लगाए हैं. पुलिस इस मामले से इंकार कर रही है...देखिए पूरी रिपोर्ट !,"Jul 20,2022, 6:22 AM IST",ZEE News,Nupur Sharma Controversy,,Neutral
Taal Thok Ke: नूपुर शर्मा के खिलाफ 'सिर तन से जुदा' गैंग को पाकिस्तानी शह है?,राजस्थान के श्रीगंगानगर में सुरक्षा बलों ने एक घुसपैठिये को पकड़ा है. भारत-पाकिस्तान सीमा से पकड़े गए घुसपैठिए ने खुलासा किया कि वो नुपुर शर्मा की हत्या के लिए भारत में आया था. पकड़े गए घुसपैठिए का नाम रिजवान अशरफ है.,"Jul 19,2022, 23:52 PM IST",ZEE News,Nupur Sharma Controversy,,Anti Muslim
"बिहार पुलिस को नुपुर शर्मा पर हमले की आशंका, पीएफआई ऑपरेटिव के मोबाइल से मिली डिटेल","सूत्रों ने कहा है कि नुपुर शर्मा पर हमले की साजिश हो सकती है. सूत्रों के मुताबिक, जिन परवेज और अरमान मलिक से पूछताछ की गई, उन्हें शुरू में सुरक्षा अधिकारियों को गुमराह किया. ","Jul 19,2022, 22:36 PM IST",ZEE News,Nupur Sharma Controversy,,Pro Hindu
नूपुर शर्मा को मारने के लिए पाकिस्तान से रची गई थी साजिश आरोपी ने बताई क्या थी प्लानिंग,विवादित बयानों को लेकर मुश्किल में घिरी बीजेपी से निलंबित नूपुर शर्मा (Nupur Sharma) की हत्या की साजिश का खुलासा हुआ है. पाकिस्तान से आए घुसपैठिए ने पूछताछ में नूपुर शर्मा की हत्या की प्लानिंग की बात कही है. भारत-पाकिस्तान बॉर्डर पर दो दिन पहले रिजवान अशरफ नाम का घुसपैठिया गिरफ्तार किया गया था. रिजवान के पास से दो चाकू और कई धार्मिक किताब बरामद हुई थी. जेआईसी ने जब रिजवान अशरफ से पूछताछ की. तो उसने बताया कि वो नूपुर शर्मा की हत्या करने के लिए भारत आया है. हालांकि उसे ये नहीं पता था कि नूपुर शर्मा कहां रहती है.,"Jul 19,2022, 21:32 PM IST",ZEE News,Nupur Sharma Controversy,,Pro Hindu
"नुपुर शर्मा को मारने आया पाकिस्तानी, बॉर्डर पर 11 इंच बड़े चाकू के साथ पकड़ा गया","सीमा सुरक्षा बल (BSF) ने भारतीय सीमा में घुस आए एक पाकिस्तानी युवक को गिरफ्तार किया है, जो भाजपा की निलंबित प्रवक्ता नुपुर शर्मा की हत्या करने की मंशा से भारत में घुसा था. इसके पास से अन्य सामान के साथ-साथ एक चाकू व छुरा भी बरामद किया गया है.","Jul 19,2022, 20:18 PM IST",ZEE News,Nupur Sharma Controversy,,Pro Hindu
Nupur Sharma की हत्या के लिए Pakistan से आया घुसपैठिया,नूपुर शर्मा के मामले में बड़ा खुलासा हुआ है. श्रीगंगानगर से एक घुसपैठिया पकड़ा गया है बताया जा रहा है वो पाकिस्तान से नूपुर शर्मा की हत्या करने आया था.,"Jul 19,2022, 18:48 PM IST",ZEE News,Nupur Sharma Controversy,,Neutral
"Nupur Sharma case: नूपुर शर्मा को SC से बड़ी राहत, 10 अगस्त तक गिरफ्तारी पर लगी रोक","Nupur Sharma case: पैगम्बर मोहम्मद पर टिप्पणी करने के कारण नूपुर शर्मा पर अलग-अलग राज्यों में 9 FIR दर्ज हैं, जिसपर कोर्ट ने नूपुर की गिरफ्तारी पर फिलहाल रोक लगा दी है.  ","Jul 19,2022, 18:09 PM IST",ZEE News,Nupur Sharma Controversy,,Neutral
"नुपुर शर्मा की हत्या के लिए पाकिस्तान से घुसपैठ, बॉर्डर पर पकड़ा गया",Nupur Sharma News: नुपुर शर्मा को पैगंबर मोहम्मद पर दिए बयान के बाद लगातार धमकियां मिल रही है. पाकिस्तान से फतवे जारी हो रहे है. अब नुपुर शर्मा की हत्या के लिए भारतीय सीमा में घुस रहा घुसपैठिया पकड़ा गया है.,"Jul 19,2022, 17:56 PM IST",ZEE News,Nupur Sharma Controversy,,Neutral
बीजेपी सांसद को जान से मारने की धमकी मिलने पर कांग्रेस विधायक ने दी कड़ी प्रतिक्रिया,नुपुर शर्मा के समर्थन में सोशल मीडिया पोस्ट करने वाले कन्हैया लाल की हत्या के बाद उनके परिवार की मदद करने वाले बीजेपी के राज्यसभा सांसद किरोड़ी लाल मीणा को जान से मारने की धमकी मिली है. इस पर राजस्थान के प्रतापगढ़ के कांग्रेस विधायक रामलाल मीणा ने कड़ी प्रतिक्रिया दी.,"Jul 19,2022, 17:33 PM IST",ZEE News,Nupur Sharma Controversy,Pro BJP,Neutral
"नूपुर शर्मा की हत्या की साजिश, पाकिस्तानी घुसपैठिया गिरफ्तार; सामने आया खतरनाक इरादा",Nupur Sharma Murder Conspiracy: भाजपा की पूर्व प्रवक्ता नूपुर शर्मा की हत्या की साजिश का चौंका देने वाला मामला सामने आया है. राजस्थान पुलिस ने श्रीगंगानगर में पाक घुसपैठिये को गिरफ्तार करते हुए ये बड़ा खुलासा किया.,"Jul 19,2022, 17:24 PM IST",ZEE News,Nupur Sharma Controversy,,Pro Hindu
"श्रीगंगानगर से पकड़ा गया पाकिस्तानी घुसपैठिया, नूपुर शर्मा का कत्ल करने आया था",Sri Ganganagar Rajasthan/ Nupur Sharma पैगंबर मोहम्मद साहब को लेकर टीवी डिबेट के दौरान विवादित बयान देने वाली नूपुर शर्मा ने अपनी जान को खतरा बताते हुए सभी FIR दिल्ली में ट्रांसफर करने की मांग की थी और गिरफ्तारी पर भी रोक लगाने की अपील की थी. जिस पर अदालत 10 अगस्त तक उनके खिलाफ कोई कार्रवाई नहीं करने का हुक्म दिया है. इस बीच श्रीगंगानगर से एक बड़ी खबर सामने आ रही है. दरअसल यहां से एक पाकिस्तानी घुसपैठिये को गिरफ्तार किया गया है. जिसको लेकर दावा किया जा रहा है कि वो नूपुर शर्मा का कत्ल करने के मकसद से आया था.,"Jul 19,2022, 17:14 PM IST",ZEE News,Nupur Sharma Controversy,,Pro Hindu
Nupur Sharma Controversy: लगातार धमकियां मिल रही हैं - नूपुर के वकील,पैगंबर मुहम्मद पर दिए विवादित बयान के मामले में नूपुर शर्मा की अर्जी पर आज सुप्रीम कोर्ट में सुनवाई होगी. आपको बता दें कि नूपुर शर्मा के वकील ने कहा है कि नूपुर की जान को खतरा है और उन्हें लगातार धमकियां मिल रही हैं.,"Jul 19,2022, 17:02 PM IST",ZEE News,Nupur Sharma Controversy,,Pro Hindu
"नूपुर को 'सुप्रीम' राहत,जिस बेंच ने की थी सख्त टिप्पणी,उसी ने गिरफ्तारी पर लगाई रोक",बीजेपी की निलंबित प्रवक्ता नूपुर शर्मा को सुप्रीम कोर्ट से बड़ी राहत मिली है.मंगलवार को शीर्ष कोर्ट ने नूपुर शर्मा की याचिका पर सुनवाई करते हुए 10 अगस्त तक गिरफ्तारी पर रोक लगा दी है.,"Jul 19,2022, 16:59 PM IST",ZEE News,Nupur Sharma Controversy,,Neutral
Nupur Sharma को Supreme Court से बड़ी राहत,पैगंबर मुहम्मद पर दिए विवादित बयान के मामले में नूपुर शर्मा को सुप्रीम कोर्ट से बड़ी राहत मिली है. सुप्रीम कोर्ट ने 10 अगस्त तक नूपुर शर्मा की गिरफ्तारी पर रोक लगा दी है. कोर्ट ने कहा है कि अगर नई FIR भी दर्ज होती है तो भी गिरफ्तारी नहीं होगी.,"Jul 19,2022, 16:12 PM IST",ZEE News,Nupur Sharma Controversy,,Neutral
SC में नूपुर की याचिका पर सुनवाई,नूपुर शर्मा की याचिका पर आज सुप्रीम कोर्ट में सुनवाई होगी. नूपुर शर्मा ने कोर्ट से गिरफ्तारी पर रोक लगाने और सभी एफआईआर को दिल्ली ट्रांसफर करने की मांग की है.,"Jul 19,2022, 14:46 PM IST",ZEE News,Nupur Sharma Controversy,,Neutral
नूपुर शर्मा ने सुप्रीम कोर्ट में नई याचिका दायर करके की ये मांग,नूपुर शर्मा की याचिका पर आज सुप्रीम कोर्ट में सुनवाई होगी. नूपुर शर्मा ने कोर्ट से गिरफ्तारी पर रोक लगाने और सभी एफआईआर को दिल्ली ट्रांसफर करने की मांग की है.,"Jul 19,2022, 13:36 PM IST",ZEE News,Nupur Sharma Controversy,,Neutral
Nupur Sharma का वीडियो देखने पर विवाद.दो पक्षों में हुई झड़प,सीतामढ़ी में युवक को नूपुर शर्मा ( Nupur sharma ) का वीडियो देखने पर चाकू मार देने का मामला सामने आया है...जिससे युवक गंभीर रूप से जख्मी हो गया...देखिए पूरी ख़बर...,"Jul 19,2022, 13:11 PM IST",ZEE News,Nupur Sharma Controversy,,Neutral
Nupur Sharma की याचिका पर आज Supreme Court में सुनवाई,BJP की निलंबित प्रवक्ता नूपुर शर्मा ने एक बार फिर से सुप्रीम कोर्ट का दरवाजा खटखटाया है. Nupur Sharma की याचिका पर आज Supreme Court में सुनवाई.. देखिए वीडियो...,"Jul 19,2022, 12:48 PM IST",ZEE News,Nupur Sharma Controversy,,Neutral
नूपुर शर्मा का वीडियो देखने पर युवक पर चाकूओं से किया गया हमला|,बिहार के सीतामढ़ी में एक युवक पर चाकूओं से हमला किया गया. आरोप है कि मोबाइल पर नूपुर शर्मा का वीडियो देखने पर युवक को निशाना बनाया गया. भरे बाजार दौड़ा दौड़ा कर युवक पर हमला किया.,"Jul 19,2022, 10:46 AM IST",ZEE News,Nupur Sharma Controversy,,Neutral
