news_title,news_details,news_date,source_name,event,Political Bias,Social Bias,Comment
राकेश टिकैत को हमसे बातचीत के बाद देना चाहिए बयान- डीपी सिंह,"संयुक्त किसान मोर्चा की तरफ से केंद्रीय कृषि मंत्री नरेंद्र सिंह तोमर के उस बयान की आलोचना की गई है, जिसमें उन्होंने संसद में कहा था कि कृषि कानून पूरी तरह किसानों के हित में हैं. इसके अलावा किसान नेताओं की तरफ से उन तमाम विदेशी हस्तियों को भी धन्यवाद दिया गया है, जिन्होंने किसान आंदोलन को अपना समर्थन दिया है. साथ ही पहली बार संयुक्त किसान मोर्चा और राकेश टिकैत के बीच मतभेद भी नजर आया है.","06 Feb 2021, 9:47 PM IST",The Quint,Kisaan Andolan,Anti BJP,Neutral ,
‘कोई भी प्रोपेगेंडा देश की एकता को नहीं डिगा सकता’- अमित शाह,"केंद्र के विवादित कृषि कानूनों के खिलाफ खड़े हुए किसान आंदोलन को मिल रहे विदेशी समर्थन को लेकर अब गृहमंत्री अमित शाह ने भी ट्वीट किया है. शाह ने विदेश मंत्रालय की तरफ से जारी बयान पर ही ट्वीट करते हुए लिखा कि कोई भी प्रोपेगेंडा भारत की एकता को नहीं तोड़ सकता है. उन्होंने लगातार अपनी हर लाइन में प्रोपेगेंडा शब्द का इस्तेमाल किया और बताने की कोशिश की, कि विदेशी हस्तियों की तरफ से किसानों को मिल रहा ये समर्थन एक प्रोपेगेंडा है. इसके साथ ही शाह ने #IndiaAgainstPropaganda हैशटैग का इस्तेमाल भी किया.","03 Feb 2021, 8:07 PM IST",The Quint,Kisaan Andolan,Anti BJP,Neutral ,
"कृषि कानूनों के समर्थन में उतरे अक्षय कुमार, अजय देवगन ","जहां एक तरफ किसान आंदोलन के समर्थन में दुनिया भर की मशहूर हस्तियां आवाज उठा रही हैं, वहीं पहली बार बॉलीवुड एक्टर अक्षय कुमार ने इस मामले पर अपनी बात रखी है. अक्षय कुमार ने भारत सरकार के पक्ष में बयान दिया है. विदेश मंत्रालय के प्रवक्ता अनुराग श्रीवास्तव के ट्वीट को रीट्वीट करते हुए अक्षय ने लिखा,","03 Feb 2021, 5:12 PM IST",The Quint,Kisaan Andolan,Anti BJP,Neutral,
अमित शाह ट्रैक्टर रैली में घायल पुलिसवालों से मिलने अस्पताल पहुंचे,"गृहमंत्री अमित शाह 26 जनवरी को किसानों के ट्रैक्टर रैली में घायल पुलिसवालों से मिलने अस्पताल पहुंचे. बता दें कि केंद्र सरकार के कृषि कानून का विरोध कर रहे किसानों ने 26 जनवरी को ट्रैक्टर रैली निकाला था, जिस दौरान हिंसा भड़की और कई पुलिसवाले घायल भी हए. घायल पुलिस वालों का हाल चाल जानने के लिए गृहमंत्री अस्पताल पहुंचे.
गृह मंत्रालय के अधिकारियों के अनुसार, घायल पुलिसकर्मियों का हालचाल जानने अमित शाह सिविल लाइन क्षेत्र में सुश्रुत ट्रॉमा सेंटर और तीरथ राम अस्पताल पहुंचें.","28 Jan 2021, 12:46 PM IST",The Quint,Kisaan Andolan,Pro BJP,Neutral ,
कृषि कानून पर IMF की चीफ इकनॉमिस्ट गीता गोपीनाथ बोलीं-बढ़ेगा मुनाफा,"जहां एक तरफ कृषि कानूनों के खिलाफ हजारों किसान कई महीनों से विरोध प्रदर्शन कर रहे हैं, वहीं अंतरराष्ट्रीय मुद्रा कोष (IMF) की मुख्य आर्थिक सलाहकार गीता गोपीनाथ उन कानूनों की तारीफ कर रही हैं. गोपीनाथ के मुताबिक केंद्र द्वारा पेश किए गए तीन कृषि कानूनों में किसानों की आय बढ़ाने की क्षमता है.","28 Jan 2021, 8:26 AM IST",The Quint,Kisaan Andolan,Pro BJP,Neutral ,
किसानों को भड़काकर दीप सिधू लाल किला ले गया- गुरनाम सिंह चढूनी,ट्रैक्टर परेड हिंसा मामले में अब भारतीय किसान यूनियन नेता गुरनाम सिंह चढूनी ने एक्टर दीप सिद्धू पर बड़ा आरोप लगाया है. चढ़ूनी का कहना है कि दीप सिद्धू की सरकार के साथ मिलीभगत है और दीप ही प्रदर्शनकारियों को लाल किले पर लेकर गए थे. किसान संगठनों की तरफ से आयोजित ट्रैक्टर परेड में लाल किले पर जाने का किसी तरह का कार्यक्रम नहीं था.,"26 Jan 2021, 11:11 PM IST",The Quint,Kisaan Andolan,Anti BJP,Neutral ,Indirect Speech
कृषि कानून वापस लेना सरकार के लिए अपमान का घूंट पीने जैसा नहीं,"केंद्र सरकार कृषि विधेयकों पर नीति नहीं, राय बदलने की कोशिश कर रही है. लेकिन राम मंदिर विवाद की तरह इस बार निर्वाचित सरकार सारे फैसलों को अदालत के मत्थे नहीं मढ़ सकती ताकि उसकी अपनी इमेज साफ-सुथरी बनी रहे.","14 Jan 2021, 10:50 PM IST",The Quint,Kisaan Andolan,Anti BJP,Neutral ,
"किसान आंदोलन में ‘खालिस्तानी घुसपैठ’, IB का इनपुट- SC में सरकार","केंद्र सरकार के तीन विवादित कृषि कानूनों को लेकर अब सुप्रीम कोर्ट में सुनवाई चल रही है. केंद्र और किसानों के बीच कई दौर की बातचीत के बेनतीजा निकलने के बाद अब सुप्रीम कोर्ट ने अगले आदेश तक तीनों कानूनों को लागू करने पर रोक लगा दी है. साथ ही कमेटी भी गठित कर दी गई है. किसान आंदोलन को लेकर बीजेपी के तमाम नेताओं की जुबान से खालिस्तान का जिक्र तो अब तक हमने सुना था, लेकिन केंद्र सरकार की तरफ से अब सुप्रीम कोर्ट में खालिस्तान का जिक्र किया गया.","12 Jan 2021, 10:26 PM IST",The Quint,Kisaan Andolan,Anti BJP,Pro Kisan,
"किसान-सरकार वार्ता: फेल, फेल, फेल, फेल, फेल, फेल, फेल...","किसानों की ही भाषा में कहें तो 7 महीने का आंदोलन, 7 राउंड की सरकार से बातचीत और नतीजा फिर भी नहीं निकला. तारीख पर तारीख मिल रही है, लेकिन बात जहां से शुरू हुई है वहीं पर खत्म हो जा रही है. दिल्ली के अलग-अलग बॉर्डर पर प्रदर्शन कर रहे किसानों को 4 जनवरी की बैठक का इंतजार था. इस बैठक में किसान जहां तीनों कानूनों को रद्द करने की मांग पर अड़े रहें वहीं सरकार की तरफ से संशोधन और सुधार करने की बात की गई लेकिन किसान इस बात पर सहमत नहीं थे.","05 Jan 2021, 5:02 PM IST",The Quint,Kisaan Andolan,Anti BJP,Pro Kisan,
किसान आंदोलन के बीच दिल्ली बॉर्डर पर सिख संत बाबा ने किया सुसाइड,"दिल्ली में चल रहे किसानों के प्रदर्शन से एक बड़ी खबर सामने आई है. दिल्ली बॉर्डर पर एक किसान ने आत्महत्या कर ली है. बताया जा रहा है कि सुसाइड करने वाले किसान का नाम बाबा राम सिंह है, जो हरियाणा के एक गुरुद्वारे में प्रमुख थे. रिपोर्ट्स के मुताबिक उन्होंने खुद को गोली मारकर खुदकुशी कर ली. सुसाइड से पहले उन्होंने एक नोट लिखा था, जिसमें किसान आंदोलन के प्रति सरकार के रवैये का जिक्र किया गया था.","16 Dec 2020, 9:37 PM IST",The Quint,Kisaan Andolan,Anti BJP,Neutral ,
पूंजीपतियों के शोषण का शिकार हुए दलितों की लड़ाई लड़ते किसान,"यह किसान आंदोलन अब तक हुए आंदोलनों से अलग है. इसके पहले जो आंदोलन हुए उनके आंदोलनकारियों की शिकायत सरकार से हुआ करती थी, लेकिन इस बार पूंजीपति भी दायरे में आए हैं. यही वजह है कि कई वर्गों का सरोकार वर्तमान आंदोलन से जुड़ गया है. जो काम विपक्ष न कर सका किसान आंदोलन ने करके दिखा दिया. शुरुआत में इसे बदनाम करने की कोशिश हुई और कहा गया कि पंजाब के ही किसान आंदोलन कर रहे हैं.","15 Dec 2020, 5:09 PM IST",The Quint,Kisaan Andolan,Anti BJP,Pro Kisan,
"संडे व्यू:रियलिटी चेक है किसान आंदोलन,BJP के लिए अनजाना नहीं बंगाल",लोकतंत्र का रियलिटी चेक है किसान आंदोलन,"13 Dec 2020, 7:50 AM IST",The Quint,Kisaan Andolan,Anti BJP,Neutral ,
"प्रज्ञा ठाकुर ने किसानों को बताया वामपंथी, पीयूष गोयल का भी बयान","केंद्र सरकार के मंत्री भले ही किसानों से बातचीत को लेकर बयान दे रहे हों, लेकिन दूसरी तरफ से इस आंदोलन को कहीं न कहीं नए रंग देने की कोशिश भी हो रही है. अब सरकार के मंत्रियों ने भी आंदोलन को नक्सलवाद और माओवाद से जोड़ना शुरू कर दिया है. केंद्रीय मंत्री पीयूष गोयल ने कहा कि अगर प्रदर्शन को नक्सलियों और माओवादियों से मुक्त किया जाता है तो हमारे किसान जरूर समझेंगे कि ये कानून उनके और देश के हित में हैं. पीयूष गोयल के अलावा विवादों में रहने वालीं बीजेपी नेता प्रज्ञा ठाकुर ने तो किसानों को ही नकली बता दिया है.","12 Dec 2020, 8:41 PM IST",The Quint,Kisaan Andolan,Anti BJP,Pro Kisan,
"कृषि मंत्री बोले- बिजनेसमैन नहीं हड़प सकते जमीन,हम बातचीत को तैयार","कृषि कानूनों को लेकर किसानों का प्रदर्शन जारी है और सरकार के प्रस्ताव को किसान खारिज कर चुके हैं. ऐसे में अब सरकार ने खुद सामने आकर किसानों के साथ हुई बातचीत और अपने प्रस्ताव की जानकारी दी है. केंद्रीय कृषि मंत्री नरेंद्र सिंह तोमर ने कहा कि उन्होंने किसानों को हर मुद्दे पर बातचीत का न्योता दिया और उनकी समस्याओं को सुलझाने की कोशिश की गई. इसके साथ ही उन्होंने कानून में जिन बिंदुओं पर किसानों को आपत्ति है, उन पर सरकार का स्टैंड भी बताया.","10 Dec 2020, 5:04 PM IST",The Quint,Kisaan Andolan,Pro BJP,Neutral ,Indirect Speech
"किसान नेताओं की अमित शाह के साथ बैठक, 10 बड़ी बातें","केंद्र सरकार के 3 नए कृषि कानूनों का विरोध कर रहे किसान संगठनों ने मंगलवार को 'भारत बंद' बुलाया, जिसे देशभर में कई विपक्षी दलों और संगठनों का समर्थन भी मिला. इस बंद के तहत सुबह 11 बजे से दोपहर 3 बजे तक चक्का जाम का ऐलान किया गया था.","08 Dec 2020, 7:32 PM IST",The Quint,Kisaan Andolan,Anti BJP,Neutral ,
भारत बंद से ठीक पहले केंद्र की कानून समर्थक किसानों से मुलाकात,पिछले करीब 12 दिनों से हजारों किसान दिल्ली और उसकी सीमाओं पर डटे हैं. मांग है कि केंद्र सरकार तीन कृषि कानूनों को रद्द करे. इसे लेकर अब मंगलवार 8 दिसंबर को बंद भी बुलाया गया है. 5 दिसंबर को हुई केंद्र और किसानों की बातचीत में केंद्र सरकार ने किसानों से 9 दिसंबर तक का वक्त मांगा. हर किसी ने सवाल उठाए कि आखिर केंद्र फैसला लेने में इतना वक्त क्यों ले रहा है?,"07 Dec 2020, 10:05 PM IST",The Quint,Kisaan Andolan,Anti BJP,Neutral ,
राजस्थान में बीजेपी की सहयोगी RLP भारत बंद के समर्थन में,"राजस्थान में एनडीए की सहयोगी राष्ट्रीय लोकतांत्रिक पार्टी (आरएलपी) ने रविवार को किसान संघों द्वारा 8 दिसंबर को बुलाए गए भारत बंद को अपना समर्थन दिया. कांग्रेस ने भी बंद को समर्थन दिया है. आरएलपी सांसद हनुमान बेनीवाल ने इस कानून को 'काला कानून' करार दिया और कहा कि अगर केंद्र किसानों की मांगें मानने में विफल रहता है, तो वह 8 दिसंबर को बीजेपी के साथ अपनी पार्टी के गठबंधन पर अंतिम फैसला ले सकते हैं. बेनीवाल की पार्टी आरएलपी केंद्र में भारतीय जनता पार्टी (बीजेपी) की सहयोगी है.","07 Dec 2020, 7:11 AM IST",The Quint,Kisaan Andolan,Anti BJP,Pro Kisan,
"भारत बंद से पहले किसान संगठनों ने कहा, अब हमारे मन की बात सुनें PM",नए कृषि कानूनों के खिलाफ किसान संगठनों ने 8 दिसंबर को भारत बंद का ऐलान किया है. इसी को देखते हुए आज किसान संगठनों ने सिंघु बॉर्डर पर प्रेस कॉन्फ्रेंस की. किसानों ने साफ-साफ केंद्र सरकार से कहा है कि आंदोलन को तेज करना उनकी मजबूरी है क्योंकि केंद्र सरकार उनके मुद्दों पर संजीदगी से फैसला नहीं ले रही है.,"06 Dec 2020, 6:45 PM IST",The Quint,Kisaan Andolan,Anti BJP,Neutral ,
"BJP की मोर्चेबंदी में SAD,ममता से की बात,पवार-ठाकरे से आज मुलाकात",नए कृषि कानूनों के नाम पर एनडीए से अलग हुई लिए शिरोमणि अकाली दल (SAD) बीजेपी के खिलाफ मोर्चेबंदी की तैयारी कर रही है. इसके लिए शिरोमणि अकाली दल ने बड़ी विपक्षी पार्टियों से संपर्क साधना शुरू कर दिया है. अकाली दल के नेता एनडीए के खिलाफ देश के अलग-अलग राज्यों की विपक्षी पार्टियों से मुलाकात कर रहे हैं.,"06 Dec 2020, 2:13 PM IST",The Quint,Kisaan Andolan,Anti BJP,Neutral ,
BJP की सहयोगी JJP का बड़ा बयान- MSP गई तो चौटाला देंगे इस्तीफा,"हरियाणा में बीजेपी सरकार की सहयोगी जननायक जनता पार्टी (जेजेपी) ने किसान आंदोलन पर बड़ा बयान दिया है. पार्टी ने कहा है कि हरियाणा सरकार में दुष्यंत चौटाला के उपमुख्यमंत्री रहते हुए फसलों के न्यूनतम समर्थन मूल्य (एमएसपी) पर किसी तरह की आंच नहीं आने दी जाएगी. अगर, किसानों को एमएसपी पर नुकसान हुआ तो फिर दुष्यंत चौटाला पद से इस्तीफा दे देंगे.","02 Dec 2020, 9:14 PM IST",The Quint,Kisaan Andolan,Anti BJP,Neutral,
"किसानों का विरोध प्रदर्शन आज भी जारी, UP बॉर्डर पर बैरिकेड्स गिराए","किसान आंदोलन बुधवार को सातवें दिन जारी है और आगे की रणनीति बनाने के लिए सिंघू बॉर्डर पर किसान संगठनों के नेताओं की बैठक चल रही है. केंद्र सरकार के साथ हुई वार्ता विफल होने के बाद किसान नेताओं की यह बैठक काफी अहम है, क्योंकि इसमें सरकार द्वारा दिए गए प्रस्ताव पर भी वे विचार कर रहे हैं.
सरकार ने किसान संगठनों को तीन दिसंबर यानी गुरुवार को फिर बातचीत के लिए बुलाया है. सिंघू बॉर्डर पर चल रही किसानों की इस बैठक में पंजाब के 30 किसान संगठनों के नेता मौजूद हैं. बैठक में जाने से पहले भारतीय किसान यूनियन (लाखोवाल) के जनरल सेक्रेटरी हरिंदर सिंह ने आईएएनएस से कहा कि किसानों की मांग है कि तीनों नये कृषि कानून को रद्द किया जाए, जबकि सरकार कमेटी बनाकर संशोधन की बात कर रही है. उन्होंने कहा,","02 Dec 2020, 12:05 PM IST",The Quint,Kisaan Andolan,Anti BJP,Pro Kisan,
"किसान आंदोलन: बैकफुट पर सरकार, थोड़ा और आगे बढ़ने की दरकार",वीडियो एडिटर- कनिष्क दांगी,"01 Dec 2020, 10:41 PM IST",The Quint,Kisaan Andolan,Pro BJP,Neutral,Detail not available
मोदी सरकार पर बरसे राहुल-’अहंकार से निकलो और किसानों को हक दिलाओ’,"कांग्रेस नेता राहुल गांधी ने मंगलवार को एक बार फिर प्रधानमंत्री नरेंद्र मोदी का नाम लिए बिना उन पर कटाक्ष करते हुए कहा है कि उन्हें घमंड से दूर रहने और प्रदर्शनकारी किसानों को उनका अधिकार देने की जरूरत है.
केरल के वायनाड से सांसद राहुल गांधी ने कहा,","01 Dec 2020, 12:50 PM IST",The Quint,Kisaan Andolan,Anti BJP,Neutral,Indirect Speech
"आंसू गैस के गोले, वॉटर कैनन,डंडे,किसानों से आतंकी जैसा सलूक क्यों?","वीडियो एडिटर: अभिषेक शर्मा
वीडियो प्रोड्यूसर: मौसमी सिंह","28 Nov 2020, 10:44 AM IST",The Quint,Kisaan Andolan,Anti BJP,Pro Kisan,Detail not available
"पानी, आंसू गैस और लाठियां झेलने के बाद आखिरकार दिल्ली पहुंचे किसान","ये भी पढ़ें
कृषि विधेयकों पर हंगामा, बिना डेटा के सरकार- कुछ ऐसा रहा संसद सत्र","27 Nov 2020, 11:40 PM IST",The Quint,Kisaan Andolan,Anti BJP,Neutral,
किसानों को दिल्ली नहीं घुसने देने पर अड़ी सरकार क्यों झुकी?,क्या ये किसान आंदोलन राजनीतिक है? अगर हां तो कौन क्या राजनीति कर रहा है? और ये बात कहां तक जाएगी? भारत में हर वक्त किसानों के आंदोलन चलते रहते हैं लेकिन किसान आंदोलन में ऐसी क्या खास बात है जिसका बड़ा राजनीतिक परिणाम हो सकता है? ये बात NDA सरकार के रूख से ही साफ हुई है. वरना इसे आया गया आंदोलन माना जा सकता था.,"27 Nov 2020, 11:35 PM IST",The Quint,Kisaan Andolan,Anti BJP,Neutral,
"दिल्ली में किसानों को प्रदर्शन की इजाजत,पंजाब के CM ने किया स्वागत","लगभग 24 घंटे से ज्यादा किसानों और पुलिस के बीच चली झड़प के बाद अब केंद्र सरकार ने दिल्ली में प्रदर्शन की इजाजत दे दी है. किसानों ने केंद्र के कृषि कानूनों के खिलाफ 26 नवंबर को दिल्ली कूच किया था, लेकिन उन्हें अलग-अलग बॉर्डर पर रोक लिया गया. इसके बाद केंद्र सरकार की जमकर आलोचना भी हुई. हजारों किसानों ने रात दिल्ली के बॉर्डर पर ही गुजारी.","27 Nov 2020, 3:26 PM IST",The Quint,Kisaan Andolan,Anti BJP,Pro Kisan,
भारत बंद से पहले कृषि मंत्री बोले-आधी रात को भी चर्चा के लिए तैयार,कृषि बिलों को लेकर देशभर के किसानों में नाराजगी है. विपक्षी नेताओं के अलावा हजारों किसान भी प्रदर्शन कर रहे हैं. इस मुद्दे को लेकर शुक्रवार 25 सितंबर को भारत बंद बुलाया गया है. लेकिन इस बंद से ठीक पहले केंद्रीय कृषि मंत्री नरेंद्र सिंह तोमर ने प्रेस कॉन्फ्रेंस कर कहा कि किसानों को गुमराह होने की जरूरत नहीं है. इस दौरान उन्होंने कांग्रेस पर कई आरोप लगाए और कहा कि कांग्रेस अपने ही घोषणा पत्र के खिलाफ बोल रही है.,"24 Sep 2020, 5:20 PM IST",The Quint,Kisaan Andolan,Pro BJP,Neutral,Indirect Speech
किसान बिल पर चिदंबरम बोले- मोदी सरकार किसानों से झूठ ना बोले,कांग्रेस नेता और पूर्व वित्त मंत्री पी चिदंबरम ने मोदी सरकार के कृषि बिल पास करने मोदी सरकार पर हमला बोला है. चिदंबरम ने एक का बाद एक कई ट्वीट कर सरकार से सवाल पूछा है. चिंदंबरम ने मोदी सरकार को घेरते हुए कहा है कि मोदी सरकार को किसानों के साथ झूठ नहीं बोलना चाहिए और ना ही उनसे झूठे वादे करने चाहिए.,"21 Sep 2020, 8:04 PM IST",The Quint,Kisaan Andolan,Anti BJP,Neutral,Indirect Speech
सांसदों के निलंबन पर बोले राहुल-लोकतांत्रिक देश की आवाज दबाना जारी,"राज्यसभा में 8 सांसदों को एक हफ्ते के लिए सस्पेंड कर दिया गया है, जिसको लेकर कांग्रेस नेता राहुल गांधी का रिएक्शन सामने आया है.","21 Sep 2020, 12:52 PM IST",The Quint,Kisaan Andolan,Anti BJP,Neutral,Indirect Speech
पंजाब: कृषि बिलों का विरोध कर रहे किसान ने की खुदकुशी की कोशिश,"बीजेपी के सबसे पुराने सहयोगी शिरोमणि अकाली दल के विरोध के बावजूद लोकसभा में दो विवादास्पद कृषि विधेयकों के पारित होने के एक दिन बाद, शुक्रवार को पंजाब में विधेयकों का विरोध कर रहे एक किसान ने खुदकुशी की कोशिश की.शिरोमणि अकाली दल ने विधेयकों को किसान विरोधी करार दिया था.","18 Sep 2020, 12:07 PM IST",The Quint,Kisaan Andolan,Anti BJP,Neutral,
"HC में ट्विटर ने कहा, "" ट्वीट के बजाए कुछ अकाउंट को ही ब्लॉक करने को कह रही सरकार""","Government asking to block Twitter accounts: कर्नाटक हाई कोर्ट में ट्विटर ने दावा किया है कि सरकार ने जिन ट्वीट को ‘ब्लॉक’ करने को कहा, उनमें से 50-60 फीसदी अहानिकारक थे. ट्विटर को 1,178 अकाउंट ब्लॉक करने को कहा गया.   ","Sep 26,2022, 23:37 PM IST",ZEE News,Kisaan Andolan,,,Twitter related
"धान खरीदी की मांग को लेकर किसानों ने GT रोड को किया ब्लॉक, हाइवे पर भीषण जाम","कुरुक्षेत्र: धान की खरीदी शुरू न होने से गुस्साए किसानों ने आंदोलन का रास्ता चुन लिया है, आज दूसरे दिन किसानों का आंदोलन लगातार जारी है. इस बीच प्रशासन के द्वारा दिल्ली से आने वाली गाड़ियों के लिए करनाल से इंद्री, लाडवा ,बाबैन से होते हुए नेशनल हाईवे चंडीगढ़ जाने का रास्ता और चंडीगढ़ से आते हुए सहा रोड बाबैन,लाडवा, इंद्री करनाल से दिल्ली आने की सलाह दी है.","Sep 24,2022, 9:45 AM IST",ZEE News,Kisaan Andolan,Neutral,Anti Kisan,
"धान खरीदी की मांग को लेकर GT रोड पर डटे किसान, लोगों को इन रास्तों से जानें की सलाह","धान की खरीदी शुरू नहीं होने के बाद शुक्रवार से किसानों का आंदोलन लगातार जारी है, किसानों ने शाहाबाद में जीटी रोड पर जाम लगा दिया है, जिसके बाद जाम से बचने के लिए प्रशासन के द्वारा दिल्ली से आने वाली गाड़ियों के लिए करनाल से इंद्री, लाडवा ,बाबैन से होते हुए नेशनल हाईवे चंडीगढ़ जाने का रास्ता और चंडीगढ़ से आते हुए सहा रोड बाबैन,लाडवा, इंद्री करनाल से दिल्ली आने की सलाह दी है. ","Sep 24,2022, 9:17 AM IST",ZEE News,Kisaan Andolan,Pro BJP,Neutral,
क्या मुश्तरका मालकान भूमि मामला बन जाएगा सरकार के गले की फांस? आखिर ये है क्या मामला,मुश्तरका मालकान व जुमला मालकान भूमि मामले को लेकर भारतीय किसान यूनियन चढूनी ग्रुप (Bhartiya Kisan Union Chadhuni Group) ने आज करनाल के प्रेमनगर स्थित सीएम आवास पर धरना प्रदर्शन किया. इस दौरान बड़ी संख्या में महिला किसान धरने में शामिल हुई.,"Aug 25,2022, 18:48 PM IST",ZEE News,Kisaan Andolan,Neutral,Neutral,
दिल्ली के इन बॉर्डरों पर स्थानीय पुलिस और सिविल ड्रेस में स्पेशल स्टाफ मौजूद,दिल्ली के जंतर मंतर पर आज हजारों की संख्या में किसान इकट्ठा होकर महापंचायत कर रहे हैं. इस महापंचायत में 10 मुद्दों को शामिल किया गया है. किसानों का कहना है की सरकार ने जो वादा किया था उसे अभी तक पूरा नहीं किया. इसीलिए हम लोग आज जंतर मंतर पर इकट्ठा होकर महापंचायत कर रहे हैं और इस महापंचायत में तय होगा कि अगर सरकार अपने वादों को पूरा नहीं करेगी तो हम आगे किस तरह का आंदोलन करेंगे.,"Aug 22,2022, 14:00 PM IST",ZEE News,Kisaan Andolan,Neutral,Neutral,
"दिल्ली में किसानों की महापंचायत, सिंघु बॉर्डर सहित कई इलाकों में हाई अलर्ट पर पुलिस",किसान संगठनों ने सोमवार को एक बार फिर अपनी मांगों को लेकर दिल्ली के जंतर मंतर पर महापंचायत का ऐलान किया है. इसको लेकर दिल्ली प्रशासन पूरी तरह अलर्ट है. कई जगहों पर पुलिस सुरक्षा बढ़ा दी गई है.,"Aug 22,2022, 9:43 AM IST",ZEE News,Kisaan Andolan,Neutral,Neutral,
"MSP को लेकर केंद्र की कमेटी को नकारा, इसमें BJP, RSS के लोग- संयुक्त किसान मोर्चा","केंद्र सरकार ने 3 कृषि कानूनों को वापस लेने की घोषणा करने के बाद कमेटी बनाने की बात कही थी, जिसमें एमएसपी के लिए कानून बनाने की बात हुई थी. अब उस कमेटी को संयुक्त किसान मोर्चा ने करनाल में मीटिंग के दौरान सिरे से नकार दिया है. ","Jul 20,2022, 19:06 PM IST",ZEE News,Kisaan Andolan,Pro BJP,Neutral,
क्या देश में फिर होने वाला है किसान आंदोलन? राकेश टिकैट ने खुद कही ये बड़ी बात,SKM Meeting In Ghaziabad: संयुक्त किसान मोर्चा (SKM) किसानों से जुड़े मुद्दों को लेकर फिर से आंदोलन करने की तैयारी में है. आज गाजियाबाद में SKM की जरूरी बैठक होगी. इससे पहले किसान नेता राकेश टिकैट ने कई बड़ी बातें कहीं.,"Jul 3,2022, 12:22 PM IST",ZEE News,Kisaan Andolan,Neutral,Neutral,
सिरसा में किसानों पर दर्ज केस खत्म करने के लिए डीसी ने सरकार को लिखा पत्र,11 जुलाई 2021 को किसान आंदोलन के दौरान चौधरी देवीलाल यूनिवर्सिटी आए हरियाणा के डिप्टी स्पीकर रणबीर सिंह गंगवा की कार पर पथराव कर दिया था. पुलिस ने इस मामले में 100 के खिलाफ मामला दर्ज किया था.,"Jul 1,2022, 23:40 PM IST",ZEE News,Kisaan Andolan,Neutral,Neutral,
Himachal: राकेश टिकेत ने जयराम सरकार पर लगाया किसान विरोधी होने का आरोप,किसान नेता राकेश टिकैत इन दिनों हिमाचल दौरे पर हैं. हिमाचल दौरे के पहले दिन उन्होंने ऊना में किसान नेताओं और कुछ किसानों से मुलाकात की थी. इस दौरान उन्होंने ऊना जिले के सनौली में गुरद्वारा साहिब में माथा टेका और अरदास की.,"Jun 22,2022, 16:21 PM IST",ZEE News,Kisaan Andolan,Neutral,Anti Kisan,
भारतीय किसान यूनियन में पड़ी दरार,देश में जब पिछले साल किसान आंदोलन चला तो भारतीय किसान यूनियन के नेता राकेश टिकैत एक बड़ा चेहरा बनकर उभरे.जब आंदोलन खत्म हुआ तो देश के अलग-अलग हिस्सों में जाकर राकेश टिकैत ने बीजेपी सरकार को घेरने की कोशिश की.जमकर राजनीतिक बयानबाजी की.बंगाल से लेकर यूपी तक बीजेपी को हराने का आह्वान किया.लेकिन यूपी में टिकैट की बातों को किसी ने ध्यान नहीं दिया और यूपी में बीजेपी की फिर सरकार बनी.अब टिकैट की ये राजनीतिक बयानबाजी ही उनपर भारी पड़ी गई है.भारतीय किसान यूनियन दो हिस्सों टूट चुका है,"May 16,2022, 17:48 PM IST",ZEE News,Kisaan Andolan,Pro BJP,Anti Kisan,
"भारतीय किसान यूनियन दो गुटों में बंटा, सामने आई बिखराव की बड़ी वजह",लखनऊ में आयोजित एक कार्यक्रम में एक नए किसान संगठन भारतीय किसान यूनियन (अराजनैतिक) बनाने की घोषणा की गई. राजेश सिंह चौहान को इसका अध्यक्ष बनाए जाने की घोषणा की गई.,"May 16,2022, 4:14 AM IST",ZEE News,Kisaan Andolan,Neutral,Anti Kisan,
"राकेश टिकैत का बड़ा आरोप: किसानों की जमीन छीनने में जुटी सरकार, नहीं होने देंगे सफल",बुधवार के दिन धरना स्थल पर टिकैत भी पहुंचे थे. इसी दौरान उन्होंने केंद्र सरकार को आड़े हाथों लेते हुए कहा कि जल्द से जल्द किसानों की मांगें पूरी की जाएं. टिकैत यही नहीं रुके उन्होंने ये भी कहा कि हरियाणा के किसान मजबूती से लड़ना जानते हैं.,"Apr 21,2022, 9:23 AM IST",ZEE News,Kisaan Andolan,Pro BJP,Anti Kisan,
