,news_title,news_details,news_date,source_name,event
490,"महसा अमीनी की हिरासत में हुई मौत, हिजाब के खिलाफ भारत में भी उठी आवाज",Hijab Controversy: ईरान में हिजाब के चलते महसा अमीनी की मौत ने महिलाओं को सड़कों पर निकलने पर मजबूर कर दिया है. यहां महिलाएं बड़ी तादाद में हिजाब के खिलाफ विरोध प्रदर्शन कर रही हैं. इसी कड़ी में उत्तर प्रदेश के वाराणसी में भी कुछ महिलाओं ने हिजाब के खिलाफ विरोध प्रदर्शन किया है.,"Sep 21,2022, 10:28 AM IST",ZEE News,Hijab Controversy
491,"हिजाब थोपे जाने पर बौखलाईं ईरानी महिलाएं, सोशल मीडिया पर वायरल हो रही तस्वीरें",ईरान में 22 साल की महसा अमिनि को हिजाब न पहनने पर 13 सितंबर को पुलिस ने गिरफ्तार किया था. आरोप है कि पुलिस कस्टडी में महिला की मौत हो गई. जिसके बाद पूरे ईरान के साथ ही दूसरे देशों में भी हिजाब के खिलाफ आवाज उठने लगी है. इस रिपोर्ट में जानिए घटना वाले दिन महसा अमिनि के साथ आखिर हुआ क्या था.,"Sep 20,2022, 23:05 PM IST",ZEE News,Hijab Controversy
492,Namaste India : हिजाब बैन को लेकर आज भी सुप्रीम कोर्ट में होगी सुनवाई,हिजाब बैन के खिलाफ दाखिल याचिका पर आज भी सुप्रीम कोर्ट में सुनवाई जारी रहेगी. सोमवार को भी कई दलीलें पेश की गईं.,"Sep 20,2022, 11:22 AM IST",ZEE News,Hijab Controversy
493,"ईरानी महिलाओं का एलान! No Hizab, विरोध में उतरी महिलाएं",Mahsa Amini Death Row: ईरान में एक 22 वर्षीय युवती माहसा अमीनी की मौत के बाद महिलाएं हिजाब के विरोध में उसे उतारकर प्रदर्शन कर रही हैं. अमीनी को हिजाब न पहनने के कारण नैतिक पुलिस ने हिरासत में लिया था. हिरासत में लिए जाने के बाद उनकी मौत हो गई थी.,"Sep 19,2022, 21:50 PM IST",ZEE News,Hijab Controversy
494,"कट्टरपंथ को ठेंगा दिखाती ईरानी महिलाएं, कैमरे के सामने उतारा हिजाब, काट दिए बाल",ईरान की सड़कों पर सैकड़ों औरतें  बिना हिजाब एक साथ उतरीं हैं. उनके हाथों में हिजाब थे और सिर खुले हुए. दरअसल यह सभी औरतें 22 साल की एक लड़की मासा अमीनी की पुलिस कस्टडी में हुई मौत के विरोध में वहां के सबसे जरूरी ‘हिजाब लॉ’ को ठेंगा दिखाने उतरीं थीं. शाम होते-होते सड़कों पर औरतों की भारी तादाद जब सड़कों पर उतरी तो पुलिस ने पहले टियर गैस छोड़ी फिर फायर भी किए. इसमें कई लोग जख्मी हुए.,"Sep 19,2022, 21:21 PM IST",ZEE News,Hijab Controversy
495,"इस मुस्लिम देश में महिलाओं ने काटे बाल, जला दिए हिजाब, वजह हैरान कर देगी","Mahsa Amini Death: ईरानवायर के मुताबिक, परिवार से बात करने वाली मानवाधिकार कार्यकर्ता ने कहा कि पुलिस घसीटते हुए अमिनी को ले गई और उसे जबरन पुलिस की गाड़ी में बैठा लिया. उसके भाई कियार्श ने बीच-बचाव करने की कोशिश की लेकिन पुलिस ने उससे कहा कि वह उसकी बहन को एक घंटे की 'री-एजुकेशन' के लिए पुलिस स्टेशन ले जा रहे हैं.","Sep 19,2022, 12:00 PM IST",ZEE News,Hijab Controversy
496,"Janta Darbar: हिजाब पर छूट, वर्ना हम चले मदरसे?",दिसंबर में कर्नाटक में अचानक से शुरू हुआ हिजाब विवाद देखते ही देखते बवंडर बनकर देश भर में फैल गया. हिजाब पर कर्नाटक हाई कोर्ट के फैसले के बाद 17 हजार छात्राओं ने स्कूल छोड़ दिया. याचिका कर्ताओं की पैरवी कर रहे हुजैफा अहमदी ने कहा कि हिजाब बैन से लडकियां वापस मदरसा चली जाएंगी.,"Sep 15,2022, 11:02 AM IST",ZEE News,Hijab Controversy
497,"Namaste India: मदरसा छोड़ने को तैयार, हिजाब नहीं !",हिजाब पर कर्नाटक हाई कोर्ट के फैसले के बाद 17 हजार छात्राओं ने स्कूल छोड़ दिया. इस पर सुप्रीम कोर्ट ने पूछा है कि क्या लड़कियों को हिजाब पहनने पर मजबूर किया जा रहा है. याचिका कर्ताओं की पैरवी कर रहे हुजैफा अहमदी ने कहा कि हिजाब बैन से लडकियां वापस मदरसा चली जाएंगी.,"Sep 15,2022, 10:20 AM IST",ZEE News,Hijab Controversy
498,"Hijab Controversy: कुरान के आधार पर नहीं,महिलाओं के अधिकार पर हो फैसला- मुस्लिम पक्ष","Hijab Controversy: हिजाब विवाद में अब मुस्लिम पक्ष ने सुप्रीम कोर्ट से कहा है कि, फैसला महिलाओं के अधिकार पर हो ना कि कुरान के आधार पर","Sep 13,2022, 16:00 PM IST",ZEE News,Hijab Controversy
499,"Hijab Case: यूनिफॉर्म जरूरी है, उससे किसी को दिक्कत नहीं, लेकिन हिजाब कुछ अलग है: SC","Hijab Raw: सुप्रीम कोर्ट में हिजाब मामले पर बीते कल चौथे दिन की सुनवाई पूरी हुई है. यहां याचिकाकर्ता के पक्ष के वकील सलमान खुर्शीद ने स्कूल कॉलेज में हिजाब पहनने की इजाजत दिए जाने के पक्ष में कहा कि स्कूल में ड्रेस जरूरी है उससे किसी को दिक्कत नहीं है, लेकिन हिजाब कुछ अलग है.","Sep 13,2022, 10:25 AM IST",ZEE News,Hijab Controversy
500,"हिजाब पहने लड़कियां कर रहीं ये खास काम, हो गईं वायरल","वीडियो में देखा जा सकता है कि ओणम के मौके पर स्कूल में कार्यक्रम का आयोजन किया गया है, जिसमें कुछ लड़कियां स्टेज पर साड़ी और हिजाब पहनकर डांस करती नजर आ रही हैं, साथ ही ऑडियंस यानी जो लड़कियां उनका डांस देख रही हैं, वो भी हिजाब पहने गाने पर झूमती नजर आ रही हैं. यह वीडियो केरल के एक सरकारी स्कूल का है, जिसने लोगों का दिल जीत लिया है.","Sep 9,2022, 23:55 PM IST",ZEE News,Hijab Controversy
501,"रुद्राक्ष और क्रॉस की तुलना हिजाब से नहीं की जा सकती, सुप्रीम कोर्ट की टिप्पणी","Supreme Court ने ये टिप्पणी याचिकाकर्ता की ओर से पेश देवदत्त कामत की दलीलों पर की. कामत का कहना था कि स्कूल में छात्र क्रॉस या रुद्राक्ष भी पहनते है, सिर्फ एक समुदाय विशेष को टारगेट किया जा रहा है. ","Sep 7,2022, 19:26 PM IST",ZEE News,Hijab Controversy
502,"मुस्लिम शख्स ने SC में हिजाब का किया विरोध, कहा- पवित्र कुरान में इसका जिक्र नहीं","सुप्रीम कोर्ट में एक हस्तक्षेप याचिका दायर कर भारतीय सशस्त्र बलों के एक पूर्व अधिकारी सैयद हबीब-उर-रहमान मुस्लिम महिलाओं पर हिजाब को थोपने का विरोध किया है, और इसे धर्म का जरूरी हिस्सा नहीं माना है. ","Sep 6,2022, 22:31 PM IST",ZEE News,Hijab Controversy
503,"हिजाब विवाद पर सुप्रीम कोर्ट की अहम टिप्पणी, कहा - यह धार्मिक विवाद नहीं!",Hijab Controversy: सुनवाई के दौरान याचिकाकर्ता के वकील संजय हेगड़े ने कहा कि कॉलेज में ज्यादा कपड़े पहनना ड्रेस कोड का उल्लंघन नहीं है. धार्मिक वजहों से टारगेट किया जा रहा है.,"Sep 6,2022, 18:03 PM IST",ZEE News,Hijab Controversy
504,"महिलाओं को लेकर तालिबान का नया फरमान, अमल नहीं किया तो दुकानदारों पर होगी कार्रवाई","Taliban Hijab: जब से अफगानिस्तान की सत्ता पर तालिबान आया है, तभी से महिलाओं को लेकर तरह-तरह के आदेश जारी हो रहे हैं. अब नए फरमान में दुकानदारों से कहा गया है कि अगर वो बिना हिजाब वाली महिलाओं को सामान देंगे तो उनके खिलाफ कार्रवाई होगी. ","Aug 31,2022, 11:42 AM IST",ZEE News,Hijab Controversy
505,केरल के कोझिकोड में हिजाब बैन के खिलाफ प्रदर्शन,केरल में भी अब हिजाब विवाद शुरु हो गया है. कोझिकोड में एक स्कूल में हिजाब बैन के खिलाफ प्रदर्शन किया जा रहा है. छात्राओं का आरोप है कि स्कूल में कई टीचर हेड स्कार्फ पहनकर आते हैं तो फिर हिजाब पहनने पर पाबंदी क्यों.,"Aug 30,2022, 10:44 AM IST",ZEE News,Hijab Controversy
506,AIMIM प्रमुख ओवैसी की प्रेस कॉन्फेंस,कुछ खास जगहों पर नमाज पढ़ने को लेकर होने वाले विवाद के मुद्दे पर ओवैसी ने सवाल उठाए. ओवैसी ने कहा कि मुस्लिमों को नमाज पढ़ने से रोका गया. ओवैसी ने दुमका की घटना पर दुख जताया.,"Aug 29,2022, 16:16 PM IST",ZEE News,Hijab Controversy
507,"कर्नाटक हिजाब मामले में SC का नोटिस, सुनवाई टालने की मांग पर याचिकाकर्ताओं को फटकार",Hijab ban: याचिकाकर्ताओं ने कर्नाटक हाई कोर्ट के फैसले के खिलाफ सुप्रीम कोर्ट का रुख किया था. 15 मार्च को कर्नाटक हाईकोर्ट ने फैसला दिया था कि महिलाओं का हिजाब पहनना इस्लाम का अनिवार्य हिस्सा नहीं है और स्कूल-कॉलेज में यूनिफॉर्म के पालन का राज्य का आदेश सही है.,"Aug 29,2022, 12:38 PM IST",ZEE News,Hijab Controversy
508,"Video: हिजाब पहने लड़कियां मदरसे से तिरंगा लेकर निकलीं, बोलीं- मेरी जान तिरंगा है",आजादी के अमृत महोत्सव के तहत विद्यालयों के साथ मदरसों में पढ़ने वाली छात्राओं ने तिरंगा यात्रा निकाल देश भक्ति का संदेश दिया.,"Aug 13,2022, 19:55 PM IST",ZEE News,Hijab Controversy
509,Taal Thok Ke : क्या रणवीर के न्यूड फोटोशूट की हिजाब मामले से तुलना जायज है?,बॉलीवुड एक्टर रणवीर सिंह अक्सर सुर्खियों में रहते हैं. इस बार वो अपने न्यूड फोटोशूट को लेकर सुर्खियों में है. लेकिन उनके इस फोटोशूट पर राजनीति करने के लिए सपा नेता अबू आजमी में सामने आ गए हैं.अबू आजमी ने सवाल उठाए हुए पूछा है कि नंगी तस्वीरें सार्वजनिक करना आजादी है तो हिजाब पहनना क्यों नहीं? ऐसे में सवाल ये है कि क्या रणवीर के न्यूड फोटोशूट की हिजाब मामले से तुलना जायज है.,"Jul 23,2022, 19:36 PM IST",ZEE News,Hijab Controversy
510,Namaste India : अब महाराष्ट्र के कॉलेज से उठा हिजाब विवाद,हिजाब को लेकर एक बार फिर से विवाद शुरू हो गया है. इस बार हिजाब विवाद का केन्द्र बना है महाराष्ट्र. यहां छात्राओं ने कॉलेज प्रशासन पर हिजाब उतरवाने का आरोप लगाया है. जबकि कॉलेज प्रशासन ने आरोपों से इंकार किया है.,"Jul 19,2022, 10:24 AM IST",ZEE News,Hijab Controversy
511,नीट एग्जाम देने आईं छात्राओं का आरोप- सेंटर्स पर बुर्का-हिजाब उतारने को कहा गया,"NEET Exam 2022: एक पीड़ित छात्रा ने बताया कि संबंधित कॉलेज के अधिकारियों ने पहले उन्हें परीक्षा के लिए परिसर में आने की अनुमति दी और फिर बाद में उन्हें अपना हिजाब और बुर्का बाहर निकालने के लिए कहा. एक छात्रा ने कहा, 'हमने उन्हें अपनी जांच करने और फिर हमें अंदर जाने की अनुमति देने के लिए कहा, लेकिन संबंधित कर्मचारियों ने हमसे अपमानजनक तरीके से बात की और उनका व्यवहार अच्छा नहीं था.'","Jul 19,2022, 6:19 AM IST",ZEE News,Hijab Controversy
512,"नीट परीक्षा में हिजाब मामला, बजरंग दल ने अनुमति देने वालों पर की कार्रवाई की मांग","देश की सबसे बड़ी मेडिकल परीक्षा में कोटा में हुए ड्रेस कोड के उल्लंघन के मामले ने अब तूल पकड़ लिया है. रविवार को हुई मेडिकल परीक्षा में दादाबाड़ी स्थित मोदी कॉलेज सेंटर पर आधा दर्जन छात्राओं ने हिजाब में ही परीक्षा दी थी, जिसमें नियमों का उल्लंघन हुआ था.","Jul 18,2022, 22:53 PM IST",ZEE News,Hijab Controversy
513,"ईरान में हिजाब से मुक्ति के लिए महिलाओं की मुहिम, सरे राह उतारकर फेंक दिए बुर्के",Hijab Row in Iran: इसे देश का दुर्भाग्य ही कहा जाएगा कि सेक्युलर भारत में इस्लामिक कट्टरपंथ की जड़ें मजबूत हो रही हैं और वहीं ईरान जैसे देश में महिलाओं ने गुरुवार को हिजाब-बुर्के उतारकर इसका विरोध जताया.,"Jul 15,2022, 1:14 AM IST",ZEE News,Hijab Controversy
514,"ईरान में हिजाब कानून को लेकर महिलाएं सड़कों पर उतरीं, क्या झुकेगी ईरानी सरकार?",ईरान में महिलाएं जरूरी हिजाब कानून के विरोध में उतर गईं हैं. यहां पर महिलाएं उस कानून को न मानने पर अड़ी हैं जिसमें उन्‍हें अपने बाल सार्वजनिक स्‍थल पर कवर रखने को कहा गया है. ईरान में इसी बाबत राष्‍ट्रपति इब्राहिम रईसी के खिलाफ महिलाओं ने मोर्चा खोला हुआ है.,"Jul 13,2022, 21:50 PM IST",ZEE News,Hijab Controversy
515,"इस राज्य में सरकारी स्कूलों को मदरसा बनाने की कोशिश, अब जुम्मे को होती है छुट्टी","DNA on Jharkhand Jamtada School Controversy: झारखंड (Jharkhand) के जामताड़ा (Jamtada) से ऐसी खबर आई है, जो चिंता बढ़ाती है. वहां पर कुछ सरकारी स्कूलों में छुट्टी का दिन बदलकर जुम्मा यानी शुक्रवार दिया गया है.","Jul 12,2022, 2:24 AM IST",ZEE News,Hijab Controversy
516,अब झारखंड में हिजाब पर बवाल; महिला कॉलेज में हिजाब पहनकर आई छात्राओं को रोका,झारखंड के जमशेदपुर में सामने आए इस मामले के बाद इस मुद्दे को लेकर ऑल इंडिया माइनॉरिटी सोशल वेलफेयर फ्रंट ने विरोध दर्ज कराया है.,"Jun 20,2022, 18:32 PM IST",ZEE News,Hijab Controversy
517,"कर्नाटक में बिना हिजाब के कक्षा में पहुंची छात्रा, प्रिंसिपल ने दिया ये बयान","प्रधानाचार्य ने बताया कि नोटिस का जवाब देने वाली एक छात्रा शनिवार को कक्षा में शामिल हुई. कक्षा में विनायक दामोदर सावरकर की तस्वीर टांगने वाले कुछ छात्रों को लेकर 10 जून को छात्रों के दो समूहों के बीच झड़प के बारे में पूछे जाने पर, राय ने कहा कि कॉलेज के अधिकारियों ने घटना से संबंधित कोई शिकायत दर्ज नहीं कराई है.","Jun 12,2022, 17:26 PM IST",ZEE News,Hijab Controversy
518,"जहां हुआ था हिजाब विवाद, पहले से ज्यादा मुस्लिम लड़कियों ने लिए उस कॉलेज में एडमिशन",Hijab Controversy: उडुपी कॉलेज ने बताया है कि पिछले साल के मुकाबले उस कॉलेज में ज्यादा मुस्लिम लड़कियों ने दाखिले के लिए आवेदन किए हैं.,"Jun 9,2022, 21:29 PM IST",ZEE News,Hijab Controversy
519,Namaste India : हिजाब को लेकर मंगलुरु यूनिवर्सिटी में शुरू हुआ बवाल,कर्नाटक के स्कूलों कॉलेजों में हिजाब पर विवाद नहीं थम रहा है. हाईकोर्ट के आदेश के बावजूद मंगलुरु यूनिवर्सिटी में कई छात्राएं हिजाब पहनकर पहुंची तो हिंदू छात्र-छात्राओं ने भी विरोध किया.,"May 27,2022, 11:30 AM IST",ZEE News,Hijab Controversy
520,"कर्नाटक में थमा नहीं हिजाब विवाद, अब मंगलुरु यूनिवर्सिटी में शुरू हुआ ताजा बवाल",Karnataka Hijab Row: कर्नाटक (Karnataka) में फिर से हिजाब को लेकर बवाल शुरू हो गया है. मंगलुरु यूनिवर्सिटी में हिजाब पहनकर आ रही मुस्लिम छात्राओं के विरोध में हिंदू स्टूडेंट्स ने भी केसरिया साफा पहनने का ऐलान कर दिया है.,"May 27,2022, 4:56 AM IST",ZEE News,Hijab Controversy
521,"मुस्लिम लड़कियां हिजाब पहन कर कर रही हैं क्लास, कॉलेज कैंपस में विरोध प्रदर्शन शुरू",कर्नाटक में हिजाब को लेकर एक बार फिर विवाद शुरू हो गया है. कॉलेज के कुछ छात्रों ने दावा किया है कि मुस्लिम लड़कियां हिजाब पहन क्लास में पढ़ाई कर रही हैं.,"May 26,2022, 18:43 PM IST",ZEE News,Hijab Controversy
522,"भारत में हिमायत और अफगानिस्तान में खिलाफत, हिजाब पर दिखा मलाला का दोगला चेहरा",Malala Yousafzai on Taliban Hijab Order to Afghan Women: भारत में हिजाब की जोरदार हिमायत करने वाली पाकिस्तान की सोशल एक्टिविस्ट मलाला यूसुफजई (Malala Yousafzai) का दोगला चेहरा फिर सामने आ गया है. मलाला ने अफगानिस्तान में हिजाब अनिवार्य किए जाने पर चिंता जताई है.,"May 10,2022, 6:43 AM IST",ZEE News,Hijab Controversy
523,"गाजियाबाद पहुंचा हिजाब विवाद, छात्राओं ने किया विरोध प्रदर्शन, जाने क्या है मामला",हिजाब विवाद की लपटें अब उत्तर प्रदेश के गाजिबाद तक पहुंच गई हैं. यहां हिजाब को लेकर प्रदर्शन करने का एक मामला सामने आाय है. कुछ छात्राएं हिजाब पहन कर प्रिंसिपल के कमरे में गईं थीं. प्रिंसिपल ने हिजाब वाली लड़कियों से बात करने से मना कर दिया और उन्हें बाहर जाने को कहा दिया.,"May 3,2022, 13:54 PM IST",ZEE News,Hijab Controversy
524,Hijab Controversy: कर्नाटक से जम्मू पहुंचा हिजाब विवाद,"बारामुला के एक स्कूल में हिजाब की पाबंदी के बाद सियासत गरमा गई है, उम्र अब्दुल्ला और मेहबूबा मुफ़्ती ने इसे धार्मिक आजादी का हक बताते हुए कहा है कि ये सब जम्मू में नहीं चलेगा","Apr 28,2022, 12:05 PM IST",ZEE News,Hijab Controversy
525,Karnataka के बाद अब फ्रांस में उठा हिजाब का मुद्दा; जानिए पूरा मामला,"फ्रांस के राष्ट्रपति चुनाव में हिजाब अहम मुद्दा बन रहा है. इसकी मुखालिफत भी हो रही है.  दक्षिणपंथी उम्मीदवार 'मरिन ले पेन' ने देश में हिजाब पर प्रतिबंध लगाने का समर्थन किया है, जहां पश्चिमी यूरोप की सर्वाधिक मुस्लिम आबादी रहती है.  ","Apr 15,2022, 21:32 PM IST",ZEE News,Hijab Controversy
526,"बुर्का पहना, हेलमेट नहीं; अब अस्पताल में जिंदगी और मौत से जूझ रही है महिला",Accident due to burqa: बुलंदशहर की रहने वाली एक महिला की इस कहानी में बहुत से सबक छिपे हैं. बुर्के को लेकर छिड़े विवाद के बीच सभी को सड़क पर चलते हुए इस बात पर भी जरूर गौर करना चाहिए.,"Apr 8,2022, 22:26 PM IST",ZEE News,Hijab Controversy
527,"जब अलकायदा सरगना ने 'हिजाब गर्ल' की तारीफ की, जानें मुस्कान के पिता ने क्या कहा",Hijab Controversy: आतंकी संगठन अलकायदा के सरगना अयमान अल जवाहिरी ने हिजाब विवाद में रोल मॉडल बनी छात्रा मुस्कान खान की तारीफ भी की. इस तारीफ पर मुस्कान के परिवार वालों का रिएक्शन सामने आया है.,"Apr 6,2022, 23:27 PM IST",ZEE News,Hijab Controversy
528,Agenda India Ka: 'मुस्कान' का मुरीद Most Wanted,आतंकवादी समूह अल कायदा के सरगना अयमान अल-जवाहिरी ने एक वीडियो जारी कर हिजाब विवाद को फिर से ताजा कर दिया है. जवाहिरी ने वीडियो में कर्नाटक स्थित कॉलेज की छात्रा मुस्कान खान की प्रशंसा की है. मुस्कान वह छात्रा है जिसने कर्नाटक में ‘जय श्री राम' के नारे लगाती भीड़ के सामने ‘अल्लाह हू अकबर’ के नारे लगाए थे.,"Apr 6,2022, 22:00 PM IST",ZEE News,Hijab Controversy
529,"हिजाब विवाद के बीच वक्फ बोर्ड का बड़ा कदम, मुस्लिम छात्राओं के लिए अलग बनेंगे स्कूल",दरअसल जिस समय देशभर हिजाब का मुद्दा गर्माया हुआ था तो हर बार की तरह इस बार लोग दो हिस्सों बंट गए थे. साथ ही कुछ लोग यह भी कह रहे थे कि जिन्हें हिजाब पहनना है वो अलग स्कूल भी बना सकते हैं,"Apr 6,2022, 21:12 PM IST",ZEE News,Hijab Controversy
530,हिंदू संगठनों की मांग पर क्या बैन होगा हलाल मीट? इस राज्‍य के CM ने कही अहम बात,"कर्नाटक में हलाल मांस पर मचे बवाल पर मुख्यमंत्री बसवराज बोम्मई का कहना है कि उनकी सरकार इस मुद्दे पर उठाई गई गंभीर आपत्तियों पर विचार करेगी. उन्होंने कहा कि इसे बैन करना है या नहीं, इस पर फिलहाल कुछ नहीं कहा जा सकता.","Mar 31,2022, 6:42 AM IST",ZEE News,Hijab Controversy
531,"इसी का था डर, कश्मीर में सेना हो जाए सावधान, देश हैरान",जिस समय दुनिया के कई देश कश्मीर में निवेश करना चाहते है. ठीक उसी समय आतंकवादी माहौल बिगाड़ने का काम कर रहे है. इसी कड़ी में एक बार बुर्का पहनी एक महिला ने CRPF के जवानों के ऊपर पेट्रोल बम से हमला कर दिया.,"Mar 30,2022, 17:07 PM IST",ZEE News,Hijab Controversy
532,"हिजाब विवाद पहुंचा सुप्रीम कोर्ट, ऑल इंडिया मुस्लिम पर्सनल लॉ बोर्ड ने कही ये बात",बोर्ड का कहना है कि कर्नाटक हाईकोर्ट ने कुरान और हदीस की गलत व्याख्या की है.,"Mar 29,2022, 11:49 AM IST",ZEE News,Hijab Controversy
533,सोमवार से कर्नाटक बोर्ड की परीक्षा; हिजाब पहनने को लेकर सरकार ने जारी किए ये आदेश,प्राथमिक एवं माध्यमिक शिक्षा मंत्री बी. सी. नागेश ने रविवार को कहा कि राज्य बोर्ड की 10वीं कक्षा की परीक्षा के दौरान हिजाब पहनने की अनुमति नहीं दी जाएगी.,"Mar 27,2022, 21:51 PM IST",ZEE News,Hijab Controversy
534,"क्लास में मुस्लिम छात्रा के नमाज पढ़ने पर बवाल, जवाब में हिंदू संगठनों ने ये किया","Namaz In Classroom Controversy: मुस्लिम छात्रा क्लास में हिजाब पहनकर नमाज पढ़ रही थी, जिसका किसी ने वीडियो बना लिया और सोशल मीडिया पर वायरल कर दिया. हिंदू संगठनों ने क्लास में नमाज पढ़ने का विरोध किया है.","Mar 27,2022, 8:07 AM IST",ZEE News,Hijab Controversy
535,"हिजाब विवाद में कूदे पूर्व CEC कुरैशी, HC के फैसले पर उठाए सवाल तो भड़क गई BJP","Hijab Row: कर्नाटक में शुरू हुए हिजाब विवाद में अब देश के पूर्व मुख्य चुनाव आयुक्त एस वाई कुरैशी (SY Qureshi) भी कूद पड़े हैं. उन्होंने हिजाब मामले पर फैसला सुनाने वाले कर्नाटक हाई कोर्ट (Karnataka High Court) पर अभद्र टिप्पणी की है, जिस पर बीजेपी ने उन्हें आड़े हाथ ले लिया है. ","Mar 26,2022, 19:01 PM IST",ZEE News,Hijab Controversy
536,"सागर यूनिवर्सिटी में हिजाब पहने छात्रा ने क्लासरूम में पढ़ी नमाज, हिंदू संगठन नाराज",कर्नाटक के एक कॉलेज में हिजाब पहनकर आने पर छात्राओं को कॉलेज में प्रवेश नहीं दिया गया था. जिसे लेकर खूब विवाद हुआ था.,"Mar 26,2022, 10:40 AM IST",ZEE News,Hijab Controversy
537,जयपुर के कर्बला मैदान से मुस्लिम महिलाओं ने कहा 'हम हिजाब भी पहनेंगे और पढे़ंगे भी',"कार्यक्रम में मुख्य अतिथि के तौर पर शिरकत करने के लिए हाफिज मंजूर और मुफ़्ती अखलकुर्रह्मान रहमान पहुंचे थे. यहां इन लोगों ने कार्यक्रम को संबोधित करते हुए कहा कि वर्तमान समय में कुछ ताकतें यह नहीं चाहतीं कि मुस्लिम बच्चियां पढ़ लिखकर आगे बढ़े, ","Mar 24,2022, 17:57 PM IST",ZEE News,Hijab Controversy
538,"SC ने हिजाब विवाद पर तुरंत सुनवाई करने से किया इंकार, बच्चों के वकील ने की अपील",कर्नाटक के हिजाब विवाद को लेकर सुप्रीम कोर्ट ने दायर याचिका पर फौरन सुनवाई से मना कर दिया है.,"Mar 24,2022, 13:00 PM IST",ZEE News,Hijab Controversy
539,"इस मुस्लिम देश के स्कूल ने बुर्के पर लगाया बैन, क्लास में चेहरा ढककर आने पर रोक","बांग्लादेश के एक स्कूल में बुर्के पर रोक लगा दी गई है. स्कूल प्रशासन के इस फैसले का जमकर विरोध हो रहा है. स्टूडेंट्स स्कूल के बाहर नारेबाजी कर रहे हैं. वहीं, स्कूल का कहना है कि उसने लड़कियों की सुरक्षा को ध्यान में रखते हुए ये फैसला लिया है. ","Mar 24,2022, 11:34 AM IST",ZEE News,Hijab Controversy
540,"हिजाबी' प्रदर्शनकारी छात्राओं को फिर लगा जोरदार झटका, कर्नाटक सरकार ने लिया फैसला",Karnataka Hijab Row: कर्नाटक में हिजाब की मांग को लेकर प्रदर्शन करने वाली छात्राओं को ऐसा करना महंगा पड़ गया है. कर्नाटक सरकार ने सख्ती दिखाते हुए उन पर बड़ा फैसला किया है.,"Mar 21,2022, 21:45 PM IST",ZEE News,Hijab Controversy
541,"""हिजाब की वजह से परीक्षा छोड़ने वालों को दोबारा एग्जाम देने का मौका नहीं मिलेगा""",Karnataka Hijab Case: मंत्री बीसी नागेश ने उन्होंने कहा कि एग्ज़ाम कॉम्पिटीटिव होती है और गैर मौजूद रहने वालों के लिए इंसानी बुनियाद पर गौर नहीं किया जा सकता.,"Mar 21,2022, 21:30 PM IST",ZEE News,Hijab Controversy
542,Karnataka Hijab : हिजाब विवाद को लेकर क्या है केरल के राज्यपाल आरिफ मोहम्मद खान की राय?,"हिजाब विवाद पर कर्नाटक हाई कोर्ट अपना फैसला सुना चुका है लेकिन इसे लेकर सियासत थम नहीं रही है, अब यह पूरा मामला देश की सर्वोच्च अदालत में उठाया गया है जिसकी सुनवाई होली के बाद होगी इस मुद्दे पर बात ज़ी न्यूज़ से एक्सक्लूसिव बात की केरल के राज्यपाल आरिफ मोहम्मद खान ने.","Mar 17,2022, 17:45 PM IST",ZEE News,Hijab Controversy
543,"सुप्रीम कोर्ट हिजाब मामले की याचिका पर करेगी विचार, तुरंत सुनवाई से इनकार",हिजाब (Hijab) को लेकर सुप्रीम कोर्ट (Supreme Court) में लगाई गई याचिका पर पीठ ने तुरंत सुनवाई से इनकार कर दिया था. याचिका मोहम्मद आरिफ जमील और अन्य की तरफ से लगाई गई है. कर्नाटक हाई कोर्ट के हिजाब (Hijab) से जुड़ी सभी याचिका खारिज करने के बाद याचिकाकर्ता सुप्रीम कोर्ट (Supreme Court) पहुंचे थे.,"Mar 16,2022, 14:04 PM IST",ZEE News,Hijab Controversy
544,"कई मुस्लिम देश कर चुके हैं हिजाब से तौबा, फिर भारत में क्यों बवाल",कर्नाटक हाईकोर्ट ने स्कूलों और कॉलेजों में हिजाब पहनने मुद्दे पर बड़ा फैसला सुनाते हुए छात्राओं की सभी याचिकाओं को खारिज करते हुए कहा कि हिजाब इस्लाम का अंग नहीं है. इसके आगे कोर्ट ने शैक्षिक संस्थान को आदेश देकर कहा कि संस्थान ड्रेस कोड लागू कर सकते हैं. इस पर छात्र और छात्राएं आपत्ति व्यक्त नहीं कर सकते हैं.,"Mar 16,2022, 11:00 AM IST",ZEE News,Hijab Controversy
545,"हिजाब मामले पर हाई कोर्ट के फैसले के मायने, Court के डिसीजन में हैं तीन बड़ी बातें",Karnataka Hijab Row: कर्नाटक हाई कोर्ट ने हिजाब मामले में मंगलवार को अपना फैसला सुना दिया. अपने मनमुताबिक फैसला न आने पर मुस्लिम छात्राओं ने इस डिसीजन को मानने से इनकार कर दिया. उन्होंने कहा कि अगर हिजाब पहनने नहीं दिया गया तो वे पढ़ाई भी नहीं करेंगी.,"Mar 15,2022, 23:51 PM IST",ZEE News,Hijab Controversy
